Date,GOLD
"Dec 01, 2014","1,332.50"
"Nov 28, 2014","1,291.20"
"Nov 27, 2014","1,188.80"
"Nov 26, 2014","1,314.50"
"Nov 25, 2014","1,315.20"
"Nov 24, 2014","1,314.20"
"Nov 21, 2014","1,315.90"
"Nov 20, 2014","1,308.90"
"Nov 19, 2014","1,313.40"
"Nov 18, 2014","1,315.50"
"Nov 17, 2014","1,303.70"
"Nov 14, 2014","1,305.60"
"Nov 13, 2014","1,281.40"
"Nov 12, 2014","1,280.40"
"Nov 11, 2014","1,285.10"
"Nov 10, 2014","1,281.30"
"Nov 07, 2014","1,291.00"
"Nov 06, 2014","1,264.40"
"Nov 05, 2014","1,268.10"
"Nov 04, 2014","1,290.30"
"Nov 03, 2014","1,294.40"
"Oct 31, 2014","1,295.90"
"Oct 30, 2014","1,322.90"
"Oct 29, 2014","1,349.20"
"Oct 28, 2014","1,352.60"
"Oct 27, 2014","1,352.40"
"Oct 24, 2014","1,355.00"
"Oct 23, 2014","1,352.10"
"Oct 22, 2014","1,366.60"
"Oct 21, 2014","1,371.80"
"Oct 20, 2014","1,364.30"
"Oct 17, 2014","1,358.50"
"Oct 16, 2014","1,357.50"
"Oct 15, 2014","1,361.30"
"Oct 14, 2014","1,359.30"
"Oct 13, 2014","1,229.30"
"Oct 10, 2014","1,353.70"
"Oct 09, 2014","1,358.80"
"Oct 08, 2014","1,344.20"
"Oct 07, 2014","1,363.60"
"Oct 06, 2014","1,360.70"
"Oct 03, 2014","1,346.90"
"Oct 02, 2014","1,368.10"
"Oct 01, 2014","1,370.20"
"Sep 30, 2014","1,366.70"
"Sep 29, 2014","1,373.70"
"Sep 26, 2014","1,370.40"
"Sep 25, 2014","1,376.40"
"Sep 24, 2014","1,374.90"
"Sep 23, 2014","1,377.20"
"Sep 22, 2014","1,374.20"
"Sep 19, 2014","1,373.10"
"Sep 18, 2014","1,383.40"
"Sep 17, 2014","1,392.00"
"Sep 16, 2014","1,393.00"
"Sep 15, 2014","1,391.30"
"Sep 12, 2014","1,387.80"
"Sep 11, 2014","1,395.40"
"Sep 10, 2014","1,402.00"
"Sep 09, 2014","1,404.60"
"Sep 08, 2014","1,410.20"
"Sep 05, 2014","1,423.20"
"Sep 04, 2014","1,422.30"
"Sep 03, 2014","1,425.50"
"Sep 02, 2014","1,419.00"
"Sep 01, 2014","1,287.40"
"Aug 31, 2014","1,287.70"
"Aug 29, 2014","1,440.60"
"Aug 28, 2014","1,443.80"
"Aug 27, 2014","1,436.90"
"Aug 26, 2014","1,439.30"
"Aug 25, 2014","1,433.10"
"Aug 22, 2014","1,434.10"
"Aug 21, 2014","1,429.20"
"Aug 20, 2014","1,449.00"
"Aug 19, 2014","1,449.00"
"Aug 18, 2014","1,452.80"
"Aug 15, 2014","1,459.40"
"Aug 14, 2014","1,469.10"
"Aug 13, 2014","1,467.90"
"Aug 12, 2014","1,465.30"
"Aug 11, 2014","1,465.50"
"Aug 08, 2014","1,465.90"
"Aug 07, 2014","1,467.30"
"Aug 06, 2014","1,462.70"
"Aug 05, 2014","1,439.00"
"Aug 04, 2014","1,441.90"
"Aug 01, 2014","1,451.10"
"Jul 31, 2014","1,441.50"
"Jul 30, 2014","1,456.10"
"Jul 29, 2014","1,456.70"
"Jul 28, 2014","1,462.00"
"Jul 25, 2014","1,460.30"
"Jul 24, 2014","1,447.30"
"Jul 23, 2014","1,460.30"
"Jul 22, 2014","1,461.60"
"Jul 21, 2014","1,469.60"
"Jul 18, 2014","1,464.70"
"Jul 17, 2014","1,472.10"
"Jul 16, 2014","1,454.90"
"Jul 15, 2014","1,451.30"
"Jul 14, 2014","1,460.70"
"Jul 11, 2014","1,492.90"
"Jul 10, 2014","1,494.70"
"Jul 09, 2014","1,479.70"
"Jul 08, 2014","1,471.40"
"Jul 07, 2014","1,472.00"
"Jul 04, 2014","1,321.30"
"Jul 03, 2014","1,475.60"
"Jul 02, 2014","1,484.80"
"Jul 01, 2014","1,480.20"
"Jun 30, 2014","1,475.10"
"Jun 27, 2014","1,319.00"
"Jun 26, 2014","1,316.10"
"Jun 25, 2014","1,322.20"
"Jun 24, 2014","1,320.90"
"Jun 23, 2014","1,318.00"
"Jun 20, 2014","1,316.20"
"Jun 19, 2014","1,313.70"
"Jun 18, 2014","1,272.40"
"Jun 17, 2014","1,271.70"
"Jun 16, 2014","1,274.90"
"Jun 13, 2014","1,273.70"
"Jun 12, 2014","1,273.60"
"Jun 11, 2014","1,260.80"
"Jun 10, 2014","1,259.80"
"Jun 09, 2014","1,253.50"
"Jun 06, 2014","1,252.10"
"Jun 05, 2014","1,253.00"
"Jun 04, 2014","1,244.00"
"Jun 03, 2014","1,244.30"
"Jun 02, 2014","1,243.70"
"May 30, 2014","1,245.60"
"May 29, 2014","1,256.30"
"May 28, 2014","1,259.30"
"May 27, 2014","1,265.40"
"May 26, 2014","1,292.50"
"May 25, 2014","1,291.70"
"May 23, 2014","1,291.60"
"May 22, 2014","1,294.90"
"May 21, 2014","1,288.00"
"May 20, 2014","1,294.50"
"May 19, 2014","1,293.70"
"May 16, 2014","1,293.30"
"May 15, 2014","1,293.50"
"May 14, 2014","1,305.70"
"May 13, 2014","1,294.60"
"May 12, 2014","1,295.60"
"May 09, 2014","1,287.30"
"May 08, 2014","1,287.40"
"May 07, 2014","1,288.60"
"May 06, 2014","1,308.30"
"May 05, 2014","1,309.00"
"May 02, 2014","1,302.60"
"May 01, 2014","1,283.10"
"Apr 30, 2014","1,295.60"
"Apr 29, 2014","1,296.00"
"Apr 28, 2014","1,298.90"
"Apr 25, 2014","1,300.70"
"Apr 24, 2014","1,290.50"
"Apr 23, 2014","1,284.20"
"Apr 22, 2014","1,280.60"
"Apr 21, 2014","1,288.00"
"Apr 17, 2014","1,293.40"
"Apr 16, 2014","1,303.10"
"Apr 15, 2014","1,300.00"
"Apr 14, 2014","1,327.20"
"Apr 11, 2014","1,318.70"
"Apr 10, 2014","1,320.10"
"Apr 09, 2014","1,305.50"
"Apr 08, 2014","1,308.70"
"Apr 07, 2014","1,298.00"
"Apr 04, 2014","1,303.20"
"Apr 03, 2014","1,284.40"
"Apr 02, 2014","1,290.50"
"Apr 01, 2014","1,279.60"
"Mar 31, 2014","1,283.40"
"Mar 28, 2014","1,293.80"
"Mar 27, 2014","1,294.70"
"Mar 26, 2014","1,303.40"
"Mar 25, 2014","1,311.40"
"Mar 24, 2014","1,311.20"
"Mar 21, 2014","1,336.00"
"Mar 20, 2014","1,330.50"
"Mar 19, 2014","1,341.40"
"Mar 18, 2014","1,359.00"
"Mar 17, 2014","1,372.90"
"Mar 14, 2014","1,379.00"
"Mar 13, 2014","1,372.20"
"Mar 12, 2014","1,370.30"
"Mar 11, 2014","1,346.50"
"Mar 10, 2014","1,341.40"
"Mar 07, 2014","1,338.10"
"Mar 06, 2014","1,351.70"
"Mar 05, 2014","1,340.20"
"Mar 04, 2014","1,337.80"
"Mar 03, 2014","1,350.10"
"Feb 28, 2014","1,321.40"
"Feb 27, 2014","1,331.60"
"Feb 26, 2014","1,328.20"
"Feb 25, 2014","1,343.00"
"Feb 24, 2014","1,338.30"
"Feb 21, 2014","1,323.90"
"Feb 20, 2014","1,317.10"
"Feb 19, 2014","1,320.60"
"Feb 18, 2014","1,324.70"
"Feb 17, 2014","1,328.50"
"Feb 14, 2014","1,319.00"
"Feb 13, 2014","1,300.40"
"Feb 12, 2014","1,295.30"
"Feb 11, 2014","1,290.10"
"Feb 10, 2014","1,274.80"
"Feb 07, 2014","1,263.30"
"Feb 06, 2014","1,257.60"
"Feb 05, 2014","1,257.30"
"Feb 04, 2014","1,251.70"
"Feb 03, 2014","1,260.40"
"Jan 31, 2014","1,240.10"
"Jan 30, 2014","1,242.20"
"Jan 29, 2014","1,262.20"
"Jan 28, 2014","1,251.00"
"Jan 27, 2014","1,263.60"
"Jan 24, 2014","1,264.50"
"Jan 23, 2014","1,262.60"
"Jan 22, 2014","1,239.00"
"Jan 21, 2014","1,242.30"
"Jan 20, 2014","1,255.10"
"Jan 17, 2014","1,251.70"
"Jan 16, 2014","1,240.00"
"Jan 15, 2014","1,238.10"
"Jan 14, 2014","1,245.20"
"Jan 13, 2014","1,250.90"
"Jan 10, 2014","1,246.70"
"Jan 09, 2014","1,229.30"
"Jan 08, 2014","1,225.30"
"Jan 07, 2014","1,229.40"
"Jan 06, 2014","1,237.80"
"Jan 03, 2014","1,238.40"
"Jan 02, 2014","1,225.00"
"Jan 01, 2014","1,205.40"
"Dec 31, 2013","1,201.90"
"Dec 30, 2013","1,203.10"
"Dec 27, 2013","1,216.10"
"Dec 26, 2013","1,214.10"
"Dec 24, 2013","1,205.10"
"Dec 23, 2013","1,198.40"
"Dec 20, 2013","1,205.10"
"Dec 19, 2013","1,195.00"
"Dec 18, 2013","1,236.10"
"Dec 17, 2013","1,231.20"
"Dec 16, 2013","1,245.50"
"Dec 13, 2013","1,235.70"
"Dec 12, 2013","1,226.00"
"Dec 11, 2013","1,258.50"
"Dec 10, 2013","1,262.40"
"Dec 09, 2013","1,235.30"
"Dec 06, 2013","1,230.30"
"Dec 05, 2013","1,233.20"
"Dec 04, 2013","1,248.20"
"Dec 03, 2013","1,221.70"
"Dec 02, 2013","1,222.30"
"Nov 29, 2013","1,250.60"
"Nov 28, 2013","1,243.80"
"Nov 27, 2013","1,237.80"
"Nov 26, 2013","1,241.40"
"Nov 25, 2013","1,241.10"
"Nov 22, 2013","1,244.00"
"Nov 21, 2013","1,243.50"
"Nov 20, 2013","1,257.90"
"Nov 19, 2013","1,273.40"
"Nov 18, 2013","1,272.20"
"Nov 15, 2013","1,287.30"
"Nov 14, 2013","1,286.20"
"Nov 13, 2013","1,268.30"
"Nov 12, 2013","1,271.10"
"Nov 11, 2013","1,281.00"
"Nov 08, 2013","1,284.50"
"Nov 07, 2013","1,308.40"
"Nov 06, 2013","1,317.70"
"Nov 05, 2013","1,308.00"
"Nov 04, 2013","1,314.60"
"Nov 01, 2013","1,313.10"
"Oct 31, 2013","1,323.60"
"Oct 30, 2013","1,349.00"
"Oct 29, 2013","1,345.20"
"Oct 28, 2013","1,352.00"
"Oct 25, 2013","1,352.40"
"Oct 24, 2013","1,350.20"
"Oct 23, 2013","1,333.90"
"Oct 22, 2013","1,342.50"
"Oct 21, 2013","1,315.70"
"Oct 18, 2013","1,314.40"
"Oct 17, 2013","1,322.70"
"Oct 16, 2013","1,282.00"
"Oct 15, 2013","1,273.00"
"Oct 14, 2013","1,276.40"
"Oct 11, 2013","1,268.00"
"Oct 10, 2013","1,296.60"
"Oct 09, 2013","1,306.90"
"Oct 08, 2013","1,324.20"
"Oct 07, 2013","1,324.80"
"Oct 04, 2013","1,309.70"
"Oct 03, 2013","1,317.40"
"Oct 02, 2013","1,320.60"
"Oct 01, 2013","1,286.00"
"Sep 30, 2013","1,326.50"
"Sep 27, 2013","1,338.40"
"Sep 26, 2013","1,323.60"
"Sep 25, 2013","1,335.90"
"Sep 24, 2013","1,316.00"
"Sep 23, 2013","1,326.90"
"Sep 20, 2013","1,332.50"
"Sep 19, 2013","1,369.40"
"Sep 18, 2013","1,307.80"
"Sep 17, 2013","1,309.50"
"Sep 16, 2013","1,317.90"
"Sep 13, 2013","1,308.40"
"Sep 12, 2013","1,330.40"
"Sep 11, 2013","1,363.90"
"Sep 10, 2013","1,364.10"
"Sep 09, 2013","1,386.80"
"Sep 06, 2013","1,386.70"
"Sep 05, 2013","1,373.10"
"Sep 04, 2013","1,389.90"
"Sep 03, 2013","1,412.00"
"Sep 02, 2013","1,393.70"
"Aug 30, 2013","1,396.10"
"Aug 29, 2013","1,412.90"
"Aug 28, 2013","1,419.00"
"Aug 27, 2013","1,420.60"
"Aug 26, 2013","1,393.00"
"Aug 23, 2013","1,395.70"
"Aug 22, 2013","1,371.20"
"Aug 21, 2013","1,370.60"
"Aug 20, 2013","1,373.10"
"Aug 19, 2013","1,366.20"
"Aug 16, 2013","1,371.70"
"Aug 15, 2013","1,361.60"
"Aug 14, 2013","1,334.00"
"Aug 13, 2013","1,321.20"
"Aug 12, 2013","1,334.70"
"Aug 09, 2013","1,312.90"
"Aug 08, 2013","1,310.70"
"Aug 07, 2013","1,286.10"
"Aug 06, 2013","1,283.20"
"Aug 05, 2013","1,302.60"
"Aug 02, 2013","1,310.60"
"Aug 01, 2013","1,311.00"
"Jul 31, 2013","1,312.40"
"Jul 30, 2013","1,324.00"
"Jul 29, 2013","1,328.40"
"Jul 26, 2013","1,321.70"
"Jul 25, 2013","1,329.00"
"Jul 24, 2013","1,319.70"
"Jul 23, 2013","1,335.10"
"Jul 22, 2013","1,336.40"
"Jul 19, 2013","1,293.30"
"Jul 18, 2013","1,284.60"
"Jul 17, 2013","1,277.90"
"Jul 16, 2013","1,290.80"
"Jul 15, 2013","1,283.80"
"Jul 12, 2013","1,277.80"
"Jul 11, 2013","1,280.10"
"Jul 10, 2013","1,247.40"
"Jul 09, 2013","1,245.90"
"Jul 08, 2013","1,234.90"
"Jul 05, 2013","1,212.90"
"Jul 04, 2013","1,247.05"
"Jul 03, 2013","1,252.10"
"Jul 02, 2013","1,243.60"
"Jul 01, 2013","1,255.90"
"Jun 28, 2013","1,223.80"
"Jun 27, 2013","1,211.40"
"Jun 26, 2013","1,229.60"
"Jun 25, 2013","1,274.80"
"Jun 24, 2013","1,276.80"
"Jun 21, 2013","1,291.60"
"Jun 20, 2013","1,285.90"
"Jun 19, 2013","1,373.60"
"Jun 18, 2013","1,366.60"
"Jun 17, 2013","1,382.80"
"Jun 14, 2013","1,387.30"
"Jun 13, 2013","1,377.60"
"Jun 12, 2013","1,391.80"
"Jun 11, 2013","1,377.00"
"Jun 10, 2013","1,386.20"
"Jun 07, 2013","1,383.00"
"Jun 06, 2013","1,415.70"
"Jun 05, 2013","1,398.40"
"Jun 04, 2013","1,397.10"
"Jun 03, 2013","1,411.70"
"May 31, 2013","1,392.60"
"May 30, 2013","1,411.50"
"May 29, 2013","1,391.30"
"May 28, 2013","1,379.10"
"May 27, 2013","1,395.95"
"May 24, 2013","1,386.80"
"May 23, 2013","1,392.00"
"May 22, 2013","1,367.60"
"May 21, 2013","1,377.80"
"May 20, 2013","1,384.30"
"May 17, 2013","1,364.90"
"May 16, 2013","1,387.10"
"May 15, 2013","1,396.50"
"May 14, 2013","1,424.70"
"May 13, 2013","1,434.50"
"May 10, 2013","1,436.80"
"May 09, 2013","1,468.80"
"May 08, 2013","1,473.90"
"May 07, 2013","1,449.00"
"May 06, 2013","1,468.10"
"May 03, 2013","1,464.30"
"May 02, 2013","1,467.70"
"May 01, 2013","1,446.30"
"Apr 30, 2013","1,472.20"
"Apr 29, 2013","1,467.40"
"Apr 26, 2013","1,453.60"
"Apr 25, 2013","1,461.80"
"Apr 24, 2013","1,423.40"
"Apr 23, 2013","1,408.60"
"Apr 22, 2013","1,421.00"
"Apr 19, 2013","1,395.30"
"Apr 18, 2013","1,392.00"
"Apr 17, 2013","1,382.20"
"Apr 16, 2013","1,386.80"
"Apr 15, 2013","1,360.60"
"Apr 12, 2013","1,501.00"
"Apr 11, 2013","1,564.30"
"Apr 10, 2013","1,558.30"
"Apr 09, 2013","1,586.20"
"Apr 08, 2013","1,572.00"
"Apr 05, 2013","1,575.40"
"Apr 04, 2013","1,551.80"
"Apr 03, 2013","1,552.80"
"Apr 02, 2013","1,575.10"
"Apr 01, 2013","1,600.00"
"Mar 28, 2013","1,594.80"
"Mar 27, 2013","1,606.20"
"Mar 26, 2013","1,595.80"
"Mar 25, 2013","1,604.60"
"Mar 22, 2013","1,606.20"
"Mar 21, 2013","1,613.80"
"Mar 20, 2013","1,607.50"
"Mar 19, 2013","1,611.30"
"Mar 18, 2013","1,604.60"
"Mar 15, 2013","1,592.50"
"Mar 14, 2013","1,590.60"
"Mar 13, 2013","1,588.30"
"Mar 12, 2013","1,591.50"
"Mar 11, 2013","1,577.80"
"Mar 08, 2013","1,576.60"
"Mar 07, 2013","1,574.80"
"Mar 06, 2013","1,574.60"
"Mar 05, 2013","1,574.60"
"Mar 04, 2013","1,572.10"
"Mar 01, 2013","1,571.90"
"Feb 28, 2013","1,577.70"
"Feb 27, 2013","1,595.20"
"Feb 26, 2013","1,615.20"
"Feb 25, 2013","1,586.20"
"Feb 22, 2013","1,572.40"
"Feb 21, 2013","1,578.20"
"Feb 20, 2013","1,577.60"
"Feb 19, 2013","1,603.60"
"Feb 15, 2013","1,608.80"
"Feb 14, 2013","1,634.70"
"Feb 13, 2013","1,644.20"
"Feb 12, 2013","1,648.70"
"Feb 11, 2013","1,648.20"
"Feb 08, 2013","1,666.00"
"Feb 07, 2013","1,670.40"
"Feb 06, 2013","1,677.70"
"Feb 05, 2013","1,672.40"
"Feb 04, 2013","1,675.30"
"Feb 01, 2013","1,669.40"
"Jan 31, 2013","1,660.60"
"Jan 30, 2013","1,679.90"
"Jan 29, 2013","1,660.70"
"Jan 28, 2013","1,652.40"
"Jan 25, 2013","1,656.40"
"Jan 24, 2013","1,669.50"
"Jan 23, 2013","1,686.30"
"Jan 22, 2013","1,692.80"
"Jan 18, 2013","1,686.60"
"Jan 17, 2013","1,690.40"
"Jan 16, 2013","1,682.70"
"Jan 15, 2013","1,683.40"
"Jan 14, 2013","1,668.90"
"Jan 11, 2013","1,660.00"
"Jan 10, 2013","1,677.30"
"Jan 09, 2013","1,654.80"
"Jan 08, 2013","1,661.50"
"Jan 07, 2013","1,645.50"
"Jan 04, 2013","1,648.10"
"Jan 03, 2013","1,673.70"
"Jan 02, 2013","1,687.90"
"Dec 31, 2012","1,674.80"
"Dec 28, 2012","1,654.90"
"Dec 27, 2012","1,662.60"
"Dec 26, 2012","1,659.80"
"Dec 24, 2012","1,658.60"
"Dec 21, 2012","1,659.10"
"Dec 20, 2012","1,644.90"
"Dec 19, 2012","1,666.50"
"Dec 18, 2012","1,669.50"
"Dec 17, 2012","1,697.00"
"Dec 14, 2012","1,695.80"
"Dec 13, 2012","1,695.60"
"Dec 12, 2012","1,716.60"
"Dec 11, 2012","1,708.20"
"Dec 10, 2012","1,713.00"
"Dec 07, 2012","1,704.00"
"Dec 06, 2012","1,700.30"
"Dec 05, 2012","1,692.40"
"Dec 04, 2012","1,694.40"
"Dec 03, 2012","1,719.60"
"Nov 30, 2012","1,710.90"
"Nov 29, 2012","1,727.20"
"Nov 28, 2012","1,716.50"
"Nov 27, 2012","1,742.20"
"Nov 26, 2012","1,749.50"
"Nov 23, 2012","1,751.30"
"Nov 21, 2012","1,727.90"
"Nov 20, 2012","1,723.20"
"Nov 19, 2012","1,734.00"
"Nov 16, 2012","1,714.30"
"Nov 15, 2012","1,713.30"
"Nov 14, 2012","1,729.50"
"Nov 13, 2012","1,724.20"
"Nov 12, 2012","1,730.30"
"Nov 09, 2012","1,730.30"
"Nov 08, 2012","1,725.40"
"Nov 07, 2012","1,713.20"
"Nov 06, 2012","1,714.10"
"Nov 05, 2012","1,682.20"
"Nov 02, 2012","1,674.10"
"Nov 01, 2012","1,714.10"
"Oct 31, 2012","1,717.50"
"Oct 30, 2012","1,710.50"
"Oct 29, 2012","1,707.70"
"Oct 26, 2012","1,710.90"
"Oct 25, 2012","1,712.00"
"Oct 24, 2012","1,700.50"
"Oct 23, 2012","1,708.30"
"Oct 22, 2012","1,725.10"
"Oct 19, 2012","1,722.80"
"Oct 18, 2012","1,743.30"
"Oct 17, 2012","1,751.50"
"Oct 16, 2012","1,744.70"
"Oct 15, 2012","1,736.00"
"Oct 12, 2012","1,758.00"
"Oct 11, 2012","1,768.80"
"Oct 10, 2012","1,763.20"
"Oct 09, 2012","1,763.00"
"Oct 08, 2012","1,773.50"
"Oct 05, 2012","1,778.60"
"Oct 04, 2012","1,794.10"
"Oct 03, 2012","1,777.30"
"Oct 02, 2012","1,772.70"
"Oct 01, 2012","1,780.50"
"Sep 28, 2012","1,771.10"
"Sep 27, 2012","1,777.60"
"Sep 26, 2012","1,750.60"
"Sep 25, 2012","1,763.80"
"Sep 24, 2012","1,762.10"
"Sep 21, 2012","1,775.50"
"Sep 20, 2012","1,767.70"
"Sep 19, 2012","1,769.00"
"Sep 18, 2012","1,768.40"
"Sep 17, 2012","1,767.70"
"Sep 14, 2012","1,769.80"
"Sep 13, 2012","1,769.10"
"Sep 12, 2012","1,730.60"
"Sep 11, 2012","1,731.80"
"Sep 10, 2012","1,728.70"
"Sep 07, 2012","1,737.50"
"Sep 06, 2012","1,702.60"
"Sep 05, 2012","1,690.80"
"Sep 04, 2012","1,692.90"
"Aug 31, 2012","1,684.60"
"Aug 30, 2012","1,653.50"
"Aug 29, 2012","1,659.80"
"Aug 28, 2012","1,666.50"
"Aug 27, 2012","1,672.40"
"Aug 24, 2012","1,669.80"
"Aug 23, 2012","1,669.60"
"Aug 22, 2012","1,637.40"
"Aug 21, 2012","1,639.90"
"Aug 20, 2012","1,620.10"
"Aug 17, 2012","1,616.30"
"Aug 16, 2012","1,616.10"
"Aug 15, 2012","1,603.70"
"Aug 14, 2012","1,599.40"
"Aug 13, 2012","1,609.60"
"Aug 10, 2012","1,619.70"
"Aug 09, 2012","1,617.10"
"Aug 08, 2012","1,612.90"
"Aug 07, 2012","1,609.70"
"Aug 06, 2012","1,612.90"
"Aug 03, 2012","1,606.00"
"Aug 02, 2012","1,587.40"
"Aug 01, 2012","1,603.70"
"Jul 31, 2012","1,610.50"
"Jul 30, 2012","1,619.70"
"Jul 27, 2012","1,617.90"
"Jul 26, 2012","1,615.00"
"Jul 25, 2012","1,608.00"
"Jul 24, 2012","1,576.00"
"Jul 23, 2012","1,577.10"
"Jul 20, 2012","1,582.50"
"Jul 19, 2012","1,580.10"
"Jul 18, 2012","1,570.40"
"Jul 17, 2012","1,589.10"
"Jul 16, 2012","1,591.20"
"Jul 13, 2012","1,591.60"
"Jul 12, 2012","1,564.90"
"Jul 11, 2012","1,575.20"
"Jul 10, 2012","1,579.30"
"Jul 09, 2012","1,588.60"
"Jul 06, 2012","1,578.40"
"Jul 05, 2012","1,608.90"
"Jul 03, 2012","1,621.30"
"Jul 02, 2012","1,597.20"
"Jun 29, 2012","1,603.50"
"Jun 28, 2012","1,549.70"
"Jun 27, 2012","1,577.50"
"Jun 26, 2012","1,574.00"
"Jun 25, 2012","1,587.50"
"Jun 22, 2012","1,566.00"
"Jun 21, 2012","1,564.50"
"Jun 20, 2012","1,614.80"
"Jun 19, 2012","1,622.20"
"Jun 18, 2012","1,625.70"
"Jun 15, 2012","1,627.00"
"Jun 14, 2012","1,618.40"
"Jun 13, 2012","1,618.10"
"Jun 12, 2012","1,612.70"
"Jun 11, 2012","1,595.50"
"Jun 08, 2012","1,590.10"
"Jun 07, 2012","1,586.60"
"Jun 06, 2012","1,632.80"
"Jun 05, 2012","1,615.20"
"Jun 04, 2012","1,612.20"
"Jun 01, 2012","1,620.50"
"May 31, 2012","1,562.60"
"May 30, 2012","1,563.40"
"May 29, 2012","1,548.60"
"May 25, 2012","1,568.80"
"May 24, 2012","1,557.30"
"May 23, 2012","1,548.10"
"May 22, 2012","1,576.30"
"May 21, 2012","1,588.40"
"May 18, 2012","1,591.60"
"May 17, 2012","1,574.50"
"May 16, 2012","1,536.20"
"May 15, 2012","1,556.80"
"May 14, 2012","1,560.60"
"May 11, 2012","1,583.60"
"May 10, 2012","1,595.10"
"May 09, 2012","1,593.70"
"May 08, 2012","1,604.00"
"May 07, 2012","1,638.60"
"May 04, 2012","1,644.70"
"May 03, 2012","1,634.20"
"May 02, 2012","1,653.40"
"May 01, 2012","1,661.70"
"Apr 30, 2012","1,663.40"
"Apr 27, 2012","1,664.00"
"Apr 26, 2012","1,659.60"
"Apr 25, 2012","1,641.40"
"Apr 24, 2012","1,643.00"
"Apr 23, 2012","1,631.90"
"Apr 20, 2012","1,642.10"
"Apr 19, 2012","1,640.60"
"Apr 18, 2012","1,638.80"
"Apr 17, 2012","1,650.30"
"Apr 16, 2012","1,648.70"
"Apr 13, 2012","1,659.10"
"Apr 12, 2012","1,679.50"
"Apr 11, 2012","1,659.00"
"Apr 10, 2012","1,659.50"
"Apr 09, 2012","1,642.50"
"Apr 05, 2012","1,628.50"
"Apr 04, 2012","1,612.30"
"Apr 03, 2012","1,670.00"
"Apr 02, 2012","1,677.50"
"Mar 30, 2012","1,669.30"
"Mar 29, 2012","1,652.20"
"Mar 28, 2012","1,657.90"
"Mar 27, 2012","1,684.80"
"Mar 26, 2012","1,685.50"
"Mar 23, 2012","1,662.30"
"Mar 22, 2012","1,642.30"
"Mar 21, 2012","1,650.00"
"Mar 20, 2012","1,646.70"
"Mar 19, 2012","1,666.90"
"Mar 16, 2012","1,655.50"
"Mar 15, 2012","1,659.10"
"Mar 14, 2012","1,642.50"
"Mar 13, 2012","1,693.70"
"Mar 12, 2012","1,699.20"
"Mar 09, 2012","1,710.90"
"Mar 08, 2012","1,698.10"
"Mar 07, 2012","1,683.30"
"Mar 06, 2012","1,671.40"
"Mar 05, 2012","1,703.00"
"Mar 02, 2012","1,708.80"
"Mar 01, 2012","1,721.10"
"Feb 29, 2012","1,709.90"
"Feb 28, 2012","1,787.00"
"Feb 27, 2012","1,773.60"
"Feb 24, 2012","1,775.10"
"Feb 23, 2012","1,784.90"
"Feb 22, 2012","1,770.00"
"Feb 21, 2012","1,757.10"
"Feb 17, 2012","1,724.50"
"Feb 16, 2012","1,726.80"
"Feb 15, 2012","1,726.30"
"Feb 14, 2012","1,715.90"
"Feb 13, 2012","1,723.00"
"Feb 10, 2012","1,723.30"
"Feb 09, 2012","1,739.00"
"Feb 08, 2012","1,729.30"
"Feb 07, 2012","1,746.40"
"Feb 06, 2012","1,722.80"
"Feb 03, 2012","1,737.90"
"Feb 02, 2012","1,756.80"
"Feb 01, 2012","1,747.10"
"Jan 31, 2012","1,737.80"
"Jan 30, 2012","1,731.00"
"Jan 27, 2012","1,731.80"
"Jan 26, 2012","1,726.30"
"Jan 25, 2012","1,699.80"
"Jan 24, 2012","1,664.20"
"Jan 23, 2012","1,678.00"
"Jan 20, 2012","1,663.70"
"Jan 19, 2012","1,654.10"
"Jan 18, 2012","1,659.50"
"Jan 17, 2012","1,655.20"
"Jan 13, 2012","1,630.40"
"Jan 12, 2012","1,647.30"
"Jan 11, 2012","1,639.20"
"Jan 10, 2012","1,631.00"
"Jan 09, 2012","1,607.50"
"Jan 06, 2012","1,616.10"
"Jan 05, 2012","1,619.40"
"Jan 04, 2012","1,611.90"
"Jan 03, 2012","1,599.70"
"Dec 30, 2011","1,565.80"
"Dec 29, 2011","1,539.90"
"Dec 28, 2011","1,562.90"
"Dec 27, 2011","1,594.20"
"Dec 23, 2011","1,604.70"
"Dec 22, 2011","1,608.90"
"Dec 21, 2011","1,611.90"
"Dec 20, 2011","1,615.60"
"Dec 19, 2011","1,594.40"
"Dec 16, 2011","1,595.60"
"Dec 15, 2011","1,574.60"
"Dec 14, 2011","1,584.30"
"Dec 13, 2011","1,659.90"
"Dec 12, 2011","1,664.20"
"Dec 09, 2011","1,712.80"
"Dec 08, 2011","1,709.80"
"Dec 07, 2011","1,740.90"
"Dec 06, 2011","1,727.90"
"Dec 05, 2011","1,730.70"
"Dec 02, 2011","1,747.00"
"Dec 01, 2011","1,735.30"
"Nov 30, 2011","1,745.50"
"Nov 29, 2011","1,713.40"
"Nov 28, 2011","1,710.80"
"Nov 25, 2011","1,685.50"
"Nov 23, 2011","1,695.70"
"Nov 22, 2011","1,702.20"
"Nov 21, 2011","1,678.30"
"Nov 18, 2011","1,724.70"
"Nov 17, 2011","1,719.80"
"Nov 16, 2011","1,773.80"
"Nov 15, 2011","1,781.70"
"Nov 14, 2011","1,777.80"
"Nov 11, 2011","1,787.50"
"Nov 10, 2011","1,758.90"
"Nov 09, 2011","1,790.90"
