Date,UK10Y
"Jan 09, 2012",2.015
"Jan 06, 2012",2.029
"Jan 05, 2012",2.047
"Jan 04, 2012",2.04
"Jan 03, 2012",2.023
"Dec 30, 2011",1.977
"Dec 29, 2011",1.968
"Dec 28, 2011",2.013
"Dec 23, 2011",2.038
"Dec 22, 2011",2.038
"Dec 21, 2011",2.042
"Dec 20, 2011",2.089
"Dec 19, 2011",2.081
"Dec 16, 2011",2.066
"Dec 15, 2011",2.111
"Dec 14, 2011",2.103
"Dec 13, 2011",2.139
"Dec 12, 2011",2.101
"Dec 09, 2011",2.145
"Dec 08, 2011",2.12
"Dec 07, 2011",2.231
"Dec 06, 2011",2.248
"Dec 05, 2011",2.343
"Dec 02, 2011",2.312
"Dec 01, 2011",2.31
"Nov 30, 2011",2.321
"Nov 29, 2011",2.254
"Nov 28, 2011",2.3
"Nov 25, 2011",2.321
"Nov 24, 2011",2.145
"Nov 23, 2011",2.145
"Nov 22, 2011",2.156
"Nov 21, 2011",2.183
"Nov 18, 2011",2.276
"Nov 17, 2011",2.223
"Nov 16, 2011",2.167
"Nov 15, 2011",2.135
"Nov 14, 2011",2.203
"Nov 11, 2011",2.279
"Nov 10, 2011",2.2
"Nov 09, 2011",2.17
"Nov 08, 2011",2.278
"Nov 07, 2011",2.273
"Nov 04, 2011",2.312
"Nov 03, 2011",2.348
"Nov 02, 2011",2.284
"Nov 01, 2011",2.184
"Oct 31, 2011",2.461
"Oct 28, 2011",2.609
"Oct 27, 2011",2.632
"Oct 26, 2011",2.472
"Oct 25, 2011",2.51
"Oct 24, 2011",2.56
"Oct 21, 2011",2.532
"Oct 20, 2011",2.455
"Oct 19, 2011",2.465
"Oct 18, 2011",2.435
"Oct 17, 2011",2.527
"Oct 14, 2011",2.601
"Oct 13, 2011",2.558
"Oct 12, 2011",2.642
"Oct 11, 2011",2.583
"Oct 10, 2011",2.583
"Oct 07, 2011",2.471
"Oct 06, 2011",2.394
"Oct 05, 2011",2.357
"Oct 04, 2011",2.252
"Oct 03, 2011",2.348
"Sep 30, 2011",2.431
"Sep 29, 2011",2.529
"Sep 28, 2011",2.557
"Sep 27, 2011",2.54
"Sep 26, 2011",2.429
"Sep 23, 2011",2.363
"Sep 22, 2011",2.314
"Sep 21, 2011",2.412
"Sep 20, 2011",2.388
"Sep 19, 2011",2.394
"Sep 16, 2011",2.483
"Sep 15, 2011",2.52
"Sep 14, 2011",2.442
"Sep 13, 2011",2.236
"Sep 12, 2011",2.203
"Sep 09, 2011",2.265
"Sep 08, 2011",2.353
"Sep 07, 2011",2.339
"Sep 06, 2011",2.296
"Sep 05, 2011",2.287
"Sep 02, 2011",2.444
"Sep 01, 2011",2.542
"Aug 31, 2011",2.604
"Aug 30, 2011",2.504
"Aug 26, 2011",2.504
"Aug 25, 2011",2.464
"Aug 24, 2011",2.476
"Aug 23, 2011",2.391
"Aug 22, 2011",2.381
"Aug 19, 2011",2.39
"Aug 18, 2011",2.314
"Aug 17, 2011",2.438
"Aug 16, 2011",2.559
"Aug 15, 2011",2.538
"Aug 12, 2011",2.536
"Aug 11, 2011",2.547
"Aug 10, 2011",2.482
"Aug 09, 2011",2.714
"Aug 08, 2011",2.644
"Aug 05, 2011",2.686
"Aug 04, 2011",2.686
"Aug 03, 2011",2.739
"Aug 02, 2011",2.761
"Aug 01, 2011",2.806
"Jul 29, 2011",2.861
"Jul 28, 2011",2.965
"Jul 27, 2011",2.982
"Jul 26, 2011",3.07
"Jul 25, 2011",3.049
"Jul 22, 2011",3.106
"Jul 21, 2011",3.175
"Jul 20, 2011",3.076
"Jul 19, 2011",3.046
"Jul 18, 2011",3.029
"Jul 15, 2011",3.08
"Jul 14, 2011",3.108
"Jul 13, 2011",3.122
"Jul 12, 2011",3.093
"Jul 11, 2011",3.088
"Jul 08, 2011",3.194
"Jul 07, 2011",3.299
"Jul 06, 2011",3.255
"Jul 05, 2011",3.332
"Jul 04, 2011",3.373
"Jul 01, 2011",3.396
"Jun 30, 2011",3.391
"Jun 29, 2011",3.336
"Jun 28, 2011",3.271
"Jun 27, 2011",3.175
"Jun 24, 2011",3.132
"Jun 23, 2011",3.153
"Jun 22, 2011",3.193
"Jun 21, 2011",3.223
"Jun 20, 2011",3.226
"Jun 17, 2011",3.198
"Jun 16, 2011",3.181
"Jun 15, 2011",3.236
"Jun 14, 2011",3.295
"Jun 13, 2011",3.253
"Jun 10, 2011",3.226
"Jun 09, 2011",3.272
"Jun 08, 2011",3.291
"Jun 07, 2011",3.331
"Jun 06, 2011",3.268
"Jun 03, 2011",3.287
"Jun 02, 2011",3.246
"Jun 01, 2011",3.253
"May 31, 2011",3.292
"May 27, 2011",3.293
"May 26, 2011",3.314
"May 25, 2011",3.326
"May 24, 2011",3.337
"May 23, 2011",3.302
"May 20, 2011",3.346
"May 19, 2011",3.392
"May 18, 2011",3.386
"May 17, 2011",3.364
"May 16, 2011",3.383
"May 13, 2011",3.366
"May 12, 2011",3.378
"May 11, 2011",3.437
"May 10, 2011",3.38
"May 09, 2011",3.362
"May 06, 2011",3.383
"May 05, 2011",3.388
"May 04, 2011",3.378
"May 03, 2011",3.421
"Apr 28, 2011",3.481
"Apr 27, 2011",3.571
"Apr 26, 2011",3.486
"Apr 21, 2011",3.526
"Apr 20, 2011",3.574
"Apr 19, 2011",3.552
"Apr 18, 2011",3.556
"Apr 15, 2011",3.6
"Apr 14, 2011",3.688
"Apr 13, 2011",3.707
"Apr 12, 2011",3.699
"Apr 11, 2011",3.807
"Apr 08, 2011",3.811
"Apr 07, 2011",3.752
"Apr 06, 2011",3.762
"Apr 05, 2011",3.767
"Apr 04, 2011",3.727
"Apr 01, 2011",3.734
"Mar 31, 2011",3.691
"Mar 30, 2011",3.67
"Mar 29, 2011",3.631
"Mar 28, 2011",3.601
"Mar 25, 2011",3.615
"Mar 24, 2011",3.582
"Mar 23, 2011",3.556
"Mar 22, 2011",3.6
"Mar 21, 2011",3.526
"Mar 18, 2011",3.509
"Mar 17, 2011",3.543
"Mar 16, 2011",3.476
"Mar 15, 2011",3.527
"Mar 14, 2011",3.568
"Mar 11, 2011",3.632
"Mar 10, 2011",3.684
"Mar 09, 2011",3.749
"Mar 08, 2011",3.755
"Mar 07, 2011",3.715
"Mar 04, 2011",3.713
"Mar 03, 2011",3.801
"Mar 02, 2011",3.724
"Mar 01, 2011",3.711
"Feb 28, 2011",3.687
"Feb 25, 2011",3.703
"Feb 24, 2011",3.705
"Feb 23, 2011",3.671
"Feb 22, 2011",3.681
"Feb 21, 2011",3.735
"Feb 18, 2011",3.805
"Feb 17, 2011",3.761
"Feb 16, 2011",3.811
"Feb 15, 2011",3.853
"Feb 14, 2011",3.84
"Feb 11, 2011",3.873
"Feb 10, 2011",3.885
"Feb 09, 2011",3.874
"Feb 08, 2011",3.841
"Feb 07, 2011",3.835
"Feb 04, 2011",3.823
"Feb 03, 2011",3.78
"Feb 02, 2011",3.765
"Feb 01, 2011",3.706
"Jan 31, 2011",3.659
"Jan 28, 2011",3.651
"Jan 27, 2011",3.695
"Jan 26, 2011",3.699
"Jan 25, 2011",3.624
"Jan 24, 2011",3.668
"Jan 21, 2011",3.696
"Jan 20, 2011",3.686
"Jan 19, 2011",3.633
"Jan 18, 2011",3.648
"Jan 17, 2011",3.616
"Jan 14, 2011",3.609
"Jan 13, 2011",3.6
"Jan 12, 2011",3.647
"Jan 11, 2011",3.552
"Jan 10, 2011",3.512
"Jan 07, 2011",3.516
"Jan 06, 2011",3.525
"Jan 05, 2011",3.547
"Jan 04, 2011",3.461
"Dec 31, 2010",3.395
"Dec 30, 2010",3.476
"Dec 29, 2010",3.565
"Dec 24, 2010",3.51
"Dec 23, 2010",3.495
"Dec 22, 2010",3.5
"Dec 21, 2010",3.509
"Dec 20, 2010",3.486
"Dec 17, 2010",3.556
"Dec 16, 2010",3.625
"Dec 15, 2010",3.627
"Dec 14, 2010",3.602
"Dec 13, 2010",3.548
"Dec 10, 2010",3.519
"Dec 09, 2010",3.484
"Dec 08, 2010",3.546
"Dec 07, 2010",3.456
"Dec 06, 2010",3.4
"Dec 03, 2010",3.416
"Dec 02, 2010",3.392
"Dec 01, 2010",3.371
"Nov 30, 2010",3.221
"Nov 29, 2010",3.339
"Nov 26, 2010",3.342
"Nov 25, 2010",3.371
"Nov 24, 2010",3.329
"Nov 23, 2010",3.261
"Nov 22, 2010",3.333
"Nov 19, 2010",3.383
"Nov 18, 2010",3.415
"Nov 17, 2010",3.277
"Nov 16, 2010",3.293
"Nov 15, 2010",3.278
"Nov 12, 2010",3.216
"Nov 11, 2010",3.17
"Nov 10, 2010",3.176
"Nov 09, 2010",3.034
"Nov 08, 2010",3.008
"Nov 05, 2010",2.978
"Nov 04, 2010",2.945
"Nov 03, 2010",2.993
"Nov 02, 2010",3.041
"Nov 01, 2010",3.047
"Oct 29, 2010",3.069
"Oct 28, 2010",3.147
"Oct 27, 2010",3.154
"Oct 26, 2010",3.064
"Oct 25, 2010",2.919
"Oct 22, 2010",2.952
"Oct 21, 2010",2.939
"Oct 20, 2010",2.989
"Oct 19, 2010",3.003
"Oct 18, 2010",2.964
"Oct 15, 2010",2.956
"Oct 14, 2010",2.885
"Oct 13, 2010",2.88
"Oct 12, 2010",2.851
"Oct 11, 2010",2.878
"Oct 08, 2010",2.878
"Oct 07, 2010",2.927
"Oct 06, 2010",2.896
"Oct 05, 2010",2.974
"Oct 04, 2010",2.934
"Oct 01, 2010",2.965
"Sep 30, 2010",2.947
"Sep 29, 2010",2.914
"Sep 28, 2010",2.937
"Sep 27, 2010",2.968
"Sep 24, 2010",3.047
"Sep 23, 2010",2.958
"Sep 22, 2010",2.975
"Sep 21, 2010",3.119
"Sep 20, 2010",3.15
"Sep 17, 2010",3.119
"Sep 16, 2010",3.146
"Sep 15, 2010",3.089
"Sep 14, 2010",3.06
"Sep 13, 2010",3.115
"Sep 10, 2010",3.115
"Sep 09, 2010",3.054
"Sep 08, 2010",2.99
"Sep 07, 2010",2.924
"Sep 06, 2010",2.984
"Sep 03, 2010",3.006
"Sep 02, 2010",2.958
"Sep 01, 2010",2.931
"Aug 31, 2010",2.84
"Aug 27, 2010",2.911
"Aug 26, 2010",2.885
"Aug 25, 2010",2.844
"Aug 24, 2010",2.884
"Aug 23, 2010",2.972
"Aug 20, 2010",2.972
"Aug 19, 2010",2.995
"Aug 18, 2010",3.031
"Aug 17, 2010",3.068
"Aug 16, 2010",3.033
"Aug 13, 2010",3.126
"Aug 12, 2010",3.119
"Aug 11, 2010",3.145
"Aug 10, 2010",3.251
"Aug 09, 2010",3.243
"Aug 06, 2010",3.225
"Aug 05, 2010",3.235
"Aug 04, 2010",3.293
"Aug 03, 2010",3.271
"Aug 02, 2010",3.349
"Jul 30, 2010",3.322
"Jul 29, 2010",3.396
"Jul 28, 2010",3.491
"Jul 27, 2010",3.518
"Jul 26, 2010",3.45
"Jul 23, 2010",3.443
"Jul 22, 2010",3.362
"Jul 21, 2010",3.347
"Jul 20, 2010",3.359
"Jul 19, 2010",3.356
"Jul 16, 2010",3.316
"Jul 15, 2010",3.375
"Jul 14, 2010",3.397
"Jul 13, 2010",3.382
"Jul 12, 2010",3.34
"Jul 09, 2010",3.336
"Jul 08, 2010",3.37
"Jul 07, 2010",3.358
"Jul 06, 2010",3.347
"Jul 05, 2010",3.321
"Jul 02, 2010",3.35
"Jul 01, 2010",3.323
"Jun 30, 2010",3.365
"Jun 29, 2010",3.38
"Jun 28, 2010",3.369
"Jun 25, 2010",3.374
"Jun 24, 2010",3.395
"Jun 23, 2010",3.432
"Jun 22, 2010",3.454
"Jun 21, 2010",3.522
"Jun 18, 2010",3.54
"Jun 17, 2010",3.478
"Jun 16, 2010",3.541
"Jun 15, 2010",3.554
"Jun 14, 2010",3.541
"Jun 11, 2010",3.473
"Jun 10, 2010",3.558
"Jun 09, 2010",3.529
"Jun 08, 2010",3.476
"Jun 07, 2010",3.5
"Jun 04, 2010",3.509
"Jun 03, 2010",3.576
"Jun 02, 2010",3.557
"Jun 01, 2010",3.573
"May 28, 2010",3.578
"May 27, 2010",3.623
"May 26, 2010",3.566
"May 25, 2010",3.473
"May 24, 2010",3.546
"May 21, 2010",3.56
"May 20, 2010",3.555
"May 19, 2010",3.643
"May 18, 2010",3.75
"May 17, 2010",3.724
"May 14, 2010",3.741
"May 13, 2010",3.837
"May 12, 2010",3.843
"May 11, 2010",3.864
"May 10, 2010",3.96
"May 07, 2010",3.837
"May 06, 2010",3.808
"May 05, 2010",3.821
"May 04, 2010",3.843
"Apr 30, 2010",3.914
"Apr 29, 2010",3.996
"Apr 28, 2010",3.99
"Apr 27, 2010",3.963
"Apr 26, 2010",3.989
"Apr 23, 2010",4.04
"Apr 22, 2010",3.982
"Apr 21, 2010",4.015
"Apr 20, 2010",4.022
"Apr 19, 2010",3.996
"Apr 16, 2010",3.982
"Apr 15, 2010",4.024
"Apr 14, 2010",4.027
"Apr 13, 2010",4.01
"Apr 12, 2010",4.054
"Apr 09, 2010",4.041
"Apr 08, 2010",4.004
"Apr 07, 2010",4.051
"Apr 06, 2010",4.011
"Apr 01, 2010",3.923
"Mar 31, 2010",3.945
"Mar 30, 2010",3.981
"Mar 29, 2010",3.979
"Mar 26, 2010",4.028
"Mar 25, 2010",4.023
"Mar 24, 2010",3.98
"Mar 23, 2010",3.905
"Mar 22, 2010",3.923
"Mar 19, 2010",3.955
"Mar 18, 2010",3.983
"Mar 17, 2010",3.993
"Mar 16, 2010",4.023
"Mar 15, 2010",4.057
"Mar 12, 2010",4.087
"Mar 11, 2010",4.146
"Mar 10, 2010",4.069
"Mar 09, 2010",4.048
"Mar 08, 2010",4.097
"Mar 05, 2010",4.06
"Mar 04, 2010",3.983
"Mar 03, 2010",4.028
"Mar 02, 2010",4.014
"Mar 01, 2010",4.067
"Feb 26, 2010",4.032
"Feb 25, 2010",4.023
"Feb 24, 2010",4.079
"Feb 23, 2010",4.168
"Feb 22, 2010",4.22
"Feb 19, 2010",4.276
"Feb 18, 2010",4.203
"Feb 17, 2010",4.132
"Feb 16, 2010",4.038
"Feb 15, 2010",4.059
"Feb 12, 2010",4.034
"Feb 11, 2010",4.036
"Feb 10, 2010",3.931
"Feb 09, 2010",3.978
"Feb 08, 2010",3.951
"Feb 05, 2010",3.882
"Feb 04, 2010",3.885
"Feb 03, 2010",3.906
"Feb 02, 2010",3.914
"Feb 01, 2010",3.893
"Jan 29, 2010",3.9
"Jan 28, 2010",3.925
"Jan 27, 2010",3.891
"Jan 26, 2010",3.872
"Jan 25, 2010",3.906
"Jan 22, 2010",3.914
"Jan 21, 2010",3.91
"Jan 20, 2010",4.01
"Jan 19, 2010",4.012
"Jan 18, 2010",3.939
"Jan 15, 2010",3.937
"Jan 14, 2010",3.981
"Jan 13, 2010",3.966
"Jan 12, 2010",3.937
"Jan 11, 2010",3.981
"Jan 08, 2010",4.069
"Jan 07, 2010",4.059
"Jan 06, 2010",4.052
"Jan 05, 2010",4.004
"Jan 04, 2010",3.973
"Dec 31, 2009",4.012
"Dec 30, 2009",4.059
"Dec 29, 2009",4.084
"Dec 24, 2009",3.995
"Dec 23, 2009",3.989
"Dec 22, 2009",3.91
"Dec 21, 2009",3.855
"Dec 18, 2009",3.787
"Dec 17, 2009",3.846
"Dec 16, 2009",3.868
"Dec 15, 2009",3.901
"Dec 14, 2009",3.817
"Dec 11, 2009",3.843
"Dec 10, 2009",3.806
"Dec 09, 2009",3.666
"Dec 08, 2009",3.7
"Dec 07, 2009",3.694
"Dec 04, 2009",3.714
"Dec 03, 2009",3.628
"Dec 02, 2009",3.589
"Dec 01, 2009",3.54
"Nov 30, 2009",3.525
"Nov 27, 2009",3.542
"Nov 26, 2009",3.531
"Nov 25, 2009",3.634
"Nov 24, 2009",3.652
"Nov 23, 2009",3.665
"Nov 20, 2009",3.64
"Nov 19, 2009",3.659
"Nov 18, 2009",3.678
"Nov 17, 2009",3.662
"Nov 16, 2009",3.742
"Nov 13, 2009",3.793
"Nov 12, 2009",3.78
"Nov 11, 2009",3.757
"Nov 10, 2009",3.789
"Nov 09, 2009",3.835
"Nov 06, 2009",3.887
"Nov 05, 2009",3.854
"Nov 04, 2009",3.79
"Nov 03, 2009",3.719
"Nov 02, 2009",3.66
"Oct 30, 2009",3.612
"Oct 29, 2009",3.676
"Oct 28, 2009",3.611
"Oct 27, 2009",3.615
"Oct 26, 2009",3.697
"Oct 23, 2009",3.683
"Oct 22, 2009",3.709
"Oct 21, 2009",3.714
"Oct 20, 2009",3.541
"Oct 19, 2009",3.593
"Oct 16, 2009",3.609
"Oct 15, 2009",3.567
"Oct 14, 2009",3.506
"Oct 13, 2009",3.397
"Oct 12, 2009",3.378
"Oct 09, 2009",3.447
"Oct 08, 2009",3.354
"Oct 07, 2009",3.375
"Oct 06, 2009",3.405
"Oct 05, 2009",3.394
"Oct 02, 2009",3.423
"Oct 01, 2009",3.474
"Sep 30, 2009",3.592
"Sep 29, 2009",3.603
"Sep 28, 2009",3.624
"Sep 25, 2009",3.594
"Sep 24, 2009",3.696
"Sep 23, 2009",3.745
"Sep 22, 2009",3.763
"Sep 21, 2009",3.74
"Sep 18, 2009",3.741
"Sep 17, 2009",3.719
"Sep 16, 2009",3.679
"Sep 15, 2009",3.608
"Sep 14, 2009",3.604
"Sep 11, 2009",3.6
"Sep 10, 2009",3.672
"Sep 09, 2009",3.759
"Sep 08, 2009",3.679
"Sep 07, 2009",3.634
"Sep 04, 2009",3.631
"Sep 03, 2009",3.587
"Sep 02, 2009",3.539
"Sep 01, 2009",3.545
"Aug 28, 2009",3.545
"Aug 27, 2009",3.552
"Aug 26, 2009",3.55
"Aug 25, 2009",3.555
"Aug 24, 2009",3.625
"Aug 21, 2009",3.63
"Aug 20, 2009",3.596
"Aug 19, 2009",3.598
"Aug 18, 2009",3.654
"Aug 17, 2009",3.608
"Aug 14, 2009",3.688
"Aug 13, 2009",3.774
"Aug 12, 2009",3.785
"Aug 11, 2009",3.806
"Aug 10, 2009",3.769
"Aug 07, 2009",3.805
"Aug 06, 2009",3.727
"Aug 05, 2009",3.819
"Aug 04, 2009",3.853
"Aug 03, 2009",3.875
"Jul 31, 2009",3.799
"Jul 30, 2009",3.934
"Jul 29, 2009",3.952
"Jul 28, 2009",3.925
"Jul 27, 2009",3.97
"Jul 24, 2009",3.961
"Jul 23, 2009",3.966
"Jul 22, 2009",3.854
"Jul 21, 2009",3.775
"Jul 20, 2009",3.824
"Jul 17, 2009",3.818
"Jul 16, 2009",3.752
"Jul 15, 2009",3.794
"Jul 14, 2009",3.734
"Jul 13, 2009",3.653
"Jul 10, 2009",3.743
"Jul 09, 2009",3.792
"Jul 08, 2009",3.613
"Jul 07, 2009",3.658
"Jul 06, 2009",3.671
"Jul 03, 2009",3.724
"Jul 02, 2009",3.724
"Jul 01, 2009",3.77
"Jun 30, 2009",3.682
"Jun 29, 2009",3.609
"Jun 26, 2009",3.697
"Jun 25, 2009",3.703
"Jun 24, 2009",3.698
"Jun 23, 2009",3.74
"Jun 22, 2009",3.736
"Jun 19, 2009",3.805
"Jun 18, 2009",3.86
"Jun 17, 2009",3.765
"Jun 16, 2009",3.884
"Jun 15, 2009",3.873
"Jun 12, 2009",3.977
"Jun 11, 2009",4
"Jun 10, 2009",3.927
"Jun 09, 2009",3.85
"Jun 08, 2009",3.868
"Jun 05, 2009",3.917
"Jun 04, 2009",3.841
"Jun 03, 2009",3.774
"Jun 02, 2009",3.885
"Jun 01, 2009",3.833
"May 29, 2009",3.728
"May 28, 2009",3.791
"May 27, 2009",3.753
"May 26, 2009",3.687
"May 22, 2009",3.724
"May 21, 2009",3.65
"May 20, 2009",3.581
"May 19, 2009",3.49
"May 18, 2009",3.484
"May 15, 2009",3.525
"May 14, 2009",3.475
"May 13, 2009",3.498
"May 12, 2009",3.649
"May 11, 2009",3.653
"May 08, 2009",3.733
"May 07, 2009",3.677
"May 06, 2009",3.611
"May 05, 2009",3.56
"May 01, 2009",3.548
"Apr 30, 2009",3.483
"Apr 29, 2009",3.455
"Apr 28, 2009",3.456
"Apr 27, 2009",3.473
"Apr 24, 2009",3.495
"Apr 23, 2009",3.525
"Apr 22, 2009",3.429
"Apr 21, 2009",3.321
"Apr 20, 2009",3.213
"Apr 17, 2009",3.355
"Apr 16, 2009",3.244
"Apr 15, 2009",3.255
"Apr 14, 2009",3.195
"Apr 09, 2009",3.286
"Apr 08, 2009",3.351
"Apr 07, 2009",3.435
"Apr 06, 2009",3.435
"Apr 03, 2009",3.429
"Apr 02, 2009",3.382
"Apr 01, 2009",3.12
"Mar 31, 2009",3.157
"Mar 30, 2009",3.174
"Mar 27, 2009",3.276
"Mar 26, 2009",3.312
"Mar 25, 2009",3.271
"Mar 24, 2009",3.321
"Mar 23, 2009",3.126
"Mar 20, 2009",3.018
"Mar 19, 2009",3.04
"Mar 18, 2009",3.104
"Mar 17, 2009",3.053
"Mar 16, 2009",3.025
"Mar 13, 2009",2.943
"Mar 12, 2009",2.971
"Mar 11, 2009",3.078
"Mar 10, 2009",3.105
"Mar 09, 2009",3.12
"Mar 06, 2009",3.059
"Mar 05, 2009",3.289
"Mar 04, 2009",3.635
"Mar 03, 2009",3.547
"Mar 02, 2009",3.545
"Feb 27, 2009",3.64
"Feb 26, 2009",3.633
"Feb 25, 2009",3.469
"Feb 24, 2009",3.413
"Feb 23, 2009",3.449
"Feb 20, 2009",3.413
"Feb 19, 2009",3.492
"Feb 18, 2009",3.425
"Feb 17, 2009",3.422
"Feb 16, 2009",3.505
"Feb 13, 2009",3.551
"Feb 12, 2009",3.455
"Feb 11, 2009",3.4
"Feb 10, 2009",3.639
"Feb 09, 2009",3.753
"Feb 06, 2009",3.744
"Feb 05, 2009",3.72
"Feb 04, 2009",3.767
"Feb 03, 2009",3.773
"Feb 02, 2009",3.689
"Jan 30, 2009",3.702
"Jan 29, 2009",3.699
"Jan 28, 2009",3.651
"Jan 27, 2009",3.653
"Jan 26, 2009",3.699
"Jan 23, 2009",3.672
"Jan 22, 2009",3.509
"Jan 21, 2009",3.471
"Jan 20, 2009",3.463
"Jan 19, 2009",3.428
"Jan 16, 2009",3.283
"Jan 15, 2009",3.146
"Jan 14, 2009",3.129
"Jan 13, 2009",3.203
"Jan 12, 2009",3.136
"Jan 09, 2009",3.133
"Jan 08, 2009",3.218
"Jan 07, 2009",3.291
"Jan 06, 2009",3.264
"Jan 05, 2009",3.149
"Jan 02, 2009",3.043
"Dec 31, 2008",3.017
"Dec 30, 2008",3.101
"Dec 29, 2008",3.098
"Dec 24, 2008",3.047
"Dec 23, 2008",3.117
"Dec 22, 2008",3.125
"Dec 19, 2008",3.175
"Dec 18, 2008",3.187
"Dec 17, 2008",3.229
"Dec 16, 2008",3.389
"Dec 15, 2008",3.457
"Dec 12, 2008",3.58
"Dec 11, 2008",3.605
"Dec 10, 2008",3.57
"Dec 09, 2008",3.565
"Dec 08, 2008",3.579
"Dec 05, 2008",3.413
"Dec 04, 2008",3.42
"Dec 03, 2008",3.429
"Dec 02, 2008",3.464
"Dec 01, 2008",3.661
"Nov 28, 2008",3.773
"Nov 27, 2008",3.778
"Nov 26, 2008",3.788
"Nov 25, 2008",3.893
"Nov 24, 2008",3.956
"Nov 21, 2008",3.859
"Nov 20, 2008",3.868
"Nov 19, 2008",4.039
"Nov 18, 2008",4.083
"Nov 17, 2008",4.108
"Nov 14, 2008",4.063
"Nov 13, 2008",4.092
"Nov 12, 2008",4.107
"Nov 11, 2008",4.222
"Nov 10, 2008",4.192
"Nov 07, 2008",4.191
"Nov 06, 2008",4.326
"Nov 05, 2008",4.42
"Nov 04, 2008",4.475
"Nov 03, 2008",4.494
"Oct 31, 2008",4.51
"Oct 30, 2008",4.439
"Oct 29, 2008",4.401
"Oct 28, 2008",4.388
"Oct 27, 2008",4.385
"Oct 24, 2008",4.374
"Oct 23, 2008",4.473
"Oct 22, 2008",4.473
"Oct 21, 2008",4.605
"Oct 20, 2008",4.612
"Oct 17, 2008",4.661
"Oct 16, 2008",4.727
"Oct 15, 2008",4.715
"Oct 14, 2008",4.729
"Oct 13, 2008",4.648
"Oct 10, 2008",4.477
"Oct 09, 2008",4.36
"Oct 08, 2008",4.305
"Oct 07, 2008",4.234
"Oct 06, 2008",4.212
"Oct 03, 2008",4.397
"Oct 02, 2008",4.372
"Oct 01, 2008",4.457
"Sep 30, 2008",4.456
"Sep 29, 2008",4.386
"Sep 26, 2008",4.556
"Sep 25, 2008",4.622
"Sep 24, 2008",4.572
"Sep 23, 2008",4.671
"Sep 22, 2008",4.691
"Sep 19, 2008",4.596
"Sep 18, 2008",4.411
"Sep 17, 2008",4.41
"Sep 16, 2008",4.427
"Sep 15, 2008",4.471
"Sep 12, 2008",4.603
"Sep 11, 2008",4.453
"Sep 10, 2008",4.456
"Sep 09, 2008",4.439
"Sep 08, 2008",4.489
"Sep 05, 2008",4.382
"Sep 04, 2008",4.458
"Sep 03, 2008",4.499
"Sep 02, 2008",4.504
"Sep 01, 2008",4.461
"Aug 29, 2008",4.479
"Aug 28, 2008",4.488
"Aug 27, 2008",4.474
"Aug 26, 2008",4.5
"Aug 22, 2008",4.614
"Aug 21, 2008",4.569
"Aug 20, 2008",4.568
"Aug 19, 2008",4.592
"Aug 18, 2008",4.596
"Aug 15, 2008",4.58
"Aug 14, 2008",4.64
"Aug 13, 2008",4.603
"Aug 12, 2008",4.636
"Aug 11, 2008",4.711
"Aug 08, 2008",4.682
"Aug 07, 2008",4.684
"Aug 06, 2008",4.743
"Aug 05, 2008",4.769
"Aug 04, 2008",4.808
"Aug 01, 2008",4.847
"Jul 31, 2008",4.809
"Jul 30, 2008",4.844
"Jul 29, 2008",4.894
"Jul 28, 2008",4.954
"Jul 25, 2008",4.991
"Jul 24, 2008",4.976
"Jul 23, 2008",5.045
"Jul 22, 2008",4.999
"Jul 21, 2008",5.057
"Jul 18, 2008",5.041
"Jul 17, 2008",4.899
"Jul 16, 2008",4.875
"Jul 15, 2008",4.857
"Jul 14, 2008",4.899
"Jul 11, 2008",4.898
"Jul 10, 2008",4.864
"Jul 09, 2008",4.883
"Jul 08, 2008",4.908
"Jul 07, 2008",4.92
"Jul 04, 2008",4.968
"Jul 03, 2008",5.038
"Jul 02, 2008",5.133
"Jul 01, 2008",5.118
"Jun 30, 2008",5.13
"Jun 27, 2008",5.035
"Jun 26, 2008",5.007
"Jun 25, 2008",5.117
"Jun 24, 2008",5.152
"Jun 23, 2008",5.132
"Jun 20, 2008",5.152
"Jun 19, 2008",5.242
"Jun 18, 2008",5.161
"Jun 17, 2008",5.165
"Jun 16, 2008",5.215
"Jun 13, 2008",5.264
"Jun 12, 2008",5.15
"Jun 11, 2008",5.135
"Jun 10, 2008",5.128
"Jun 09, 2008",5.142
"Jun 06, 2008",4.998
"Jun 05, 2008",5.047
"Jun 04, 2008",4.943
"Jun 03, 2008",5.042
"Jun 02, 2008",4.962
"May 30, 2008",4.975
"May 29, 2008",5.032
"May 28, 2008",4.967
"May 27, 2008",4.93
"May 23, 2008",4.927
"May 22, 2008",4.955
"May 21, 2008",4.878
"May 20, 2008",4.798
"May 19, 2008",4.832
"May 16, 2008",4.777
"May 15, 2008",4.825
"May 14, 2008",4.823
"May 13, 2008",4.711
"May 12, 2008",4.608
"May 09, 2008",4.585
"May 08, 2008",4.622
"May 07, 2008",4.719
"May 06, 2008",4.674
"May 02, 2008",4.748
"May 01, 2008",4.627
"Apr 30, 2008",4.673
"Apr 29, 2008",4.678
"Apr 28, 2008",4.741
"Apr 25, 2008",4.778
"Apr 24, 2008",4.775
"Apr 23, 2008",4.67
"Apr 22, 2008",4.698
"Apr 21, 2008",4.675
"Apr 18, 2008",4.74
"Apr 17, 2008",4.669
"Apr 16, 2008",4.538
