Date,UK10Y
"Dec 30, 2014",1.791
"Dec 29, 2014",1.819
"Dec 28, 2014",1.887
"Dec 27, 2014",1.887
"Dec 24, 2014",1.882
"Dec 23, 2014",1.85
"Dec 22, 2014",1.823
"Dec 20, 2014",1.852
"Dec 19, 2014",1.85
"Dec 18, 2014",1.871
"Dec 17, 2014",1.773
"Dec 16, 2014",1.777
"Dec 15, 2014",1.804
"Dec 14, 2014",1.804
"Dec 13, 2014",1.804
"Dec 12, 2014",1.8
"Dec 11, 2014",1.908
"Dec 10, 2014",1.91
"Dec 09, 2014",1.89
"Dec 08, 2014",1.962
"Dec 06, 2014",2.02
"Dec 05, 2014",2.019
"Dec 04, 2014",1.989
"Dec 03, 2014",2.014
"Dec 02, 2014",1.969
"Dec 01, 2014",1.9
"Nov 30, 2014",1.926
"Nov 29, 2014",1.926
"Nov 28, 2014",1.929
"Nov 27, 2014",1.924
"Nov 26, 2014",1.98
"Nov 25, 2014",2.012
"Nov 24, 2014",2.048
"Nov 22, 2014",2.048
"Nov 21, 2014",2.048
"Nov 20, 2014",2.098
"Nov 19, 2014",2.143
"Nov 18, 2014",2.119
"Nov 17, 2014",2.12
"Nov 16, 2014",2.113
"Nov 14, 2014",2.117
"Nov 13, 2014",2.182
"Nov 12, 2014",2.193
"Nov 11, 2014",2.237
"Nov 10, 2014",2.209
"Nov 08, 2014",2.21
"Nov 07, 2014",2.213
"Nov 06, 2014",2.245
"Nov 05, 2014",2.261
"Nov 04, 2014",2.23
"Nov 03, 2014",2.274
"Nov 02, 2014",2.251
"Nov 01, 2014",2.247
"Oct 31, 2014",2.249
"Oct 30, 2014",2.226
"Oct 29, 2014",2.258
"Oct 28, 2014",2.238
"Oct 27, 2014",2.209
"Oct 25, 2014",2.237
"Oct 24, 2014",2.229
"Oct 23, 2014",2.243
"Oct 22, 2014",2.215
"Oct 21, 2014",2.172
"Oct 20, 2014",2.151
"Oct 18, 2014",2.199
"Oct 17, 2014",2.194
"Oct 16, 2014",2.094
"Oct 15, 2014",1.954
"Oct 14, 2014",2.128
"Oct 13, 2014",2.168
"Oct 11, 2014",2.224
"Oct 10, 2014",2.217
"Oct 09, 2014",2.262
"Oct 08, 2014",2.264
"Oct 07, 2014",2.29
"Oct 06, 2014",2.357
"Oct 04, 2014",2.389
"Oct 03, 2014",2.403
"Oct 02, 2014",2.327
"Oct 01, 2014",2.361
"Sep 30, 2014",2.427
"Sep 29, 2014",2.441
"Sep 28, 2014",2.467
"Sep 27, 2014",2.468
"Sep 26, 2014",2.469
"Sep 25, 2014",2.46
"Sep 24, 2014",2.482
"Sep 23, 2014",2.488
"Sep 22, 2014",2.494
"Sep 20, 2014",2.541
"Sep 19, 2014",2.544
"Sep 18, 2014",2.579
"Sep 17, 2014",2.517
"Sep 16, 2014",2.52
"Sep 15, 2014",2.544
"Sep 13, 2014",2.534
"Sep 12, 2014",2.532
"Sep 11, 2014",2.499
"Sep 10, 2014",2.505
"Sep 09, 2014",2.481
"Sep 08, 2014",2.479
"Sep 06, 2014",2.469
"Sep 05, 2014",2.463
"Sep 04, 2014",2.496
"Sep 03, 2014",2.474
"Sep 02, 2014",2.441
"Sep 01, 2014",2.385
"Aug 31, 2014",2.366
"Aug 30, 2014",2.366
"Aug 29, 2014",2.37
"Aug 28, 2014",2.372
"Aug 27, 2014",2.375
"Aug 26, 2014",2.451
"Aug 25, 2014",2.449
"Aug 23, 2014",2.4
"Aug 22, 2014",2.406
"Aug 21, 2014",2.398
"Aug 20, 2014",2.419
"Aug 19, 2014",2.401
"Aug 18, 2014",2.43
"Aug 17, 2014",2.343
"Aug 16, 2014",2.344
"Aug 15, 2014",2.328
"Aug 14, 2014",2.441
"Aug 13, 2014",2.443
"Aug 12, 2014",2.486
"Aug 11, 2014",2.492
"Aug 10, 2014",2.458
"Aug 09, 2014",2.458
"Aug 08, 2014",2.461
"Aug 07, 2014",2.483
"Aug 06, 2014",2.516
"Aug 05, 2014",2.584
"Aug 04, 2014",2.539
"Aug 02, 2014",2.549
"Aug 01, 2014",2.549
"Jul 31, 2014",2.602
"Jul 30, 2014",2.6
"Jul 29, 2014",2.546
"Jul 28, 2014",2.579
"Jul 27, 2014",2.572
"Jul 26, 2014",2.572
"Jul 25, 2014",2.572
"Jul 24, 2014",2.608
"Jul 23, 2014",2.556
"Jul 22, 2014",2.587
"Jul 21, 2014",2.567
"Jul 20, 2014",2.588
"Jul 19, 2014",2.588
"Jul 18, 2014",2.572
"Jul 17, 2014",2.585
"Jul 16, 2014",2.652
"Jul 15, 2014",2.654
"Jul 14, 2014",2.606
"Jul 12, 2014",2.599
"Jul 11, 2014",2.603
"Jul 10, 2014",2.629
"Jul 09, 2014",2.661
"Jul 08, 2014",2.649
"Jul 07, 2014",2.729
"Jul 05, 2014",2.754
"Jul 04, 2014",2.759
"Jul 03, 2014",2.752
"Jul 02, 2014",2.75
"Jul 01, 2014",2.708
"Jun 30, 2014",2.669
"Jun 28, 2014",2.639
"Jun 27, 2014",2.641
"Jun 26, 2014",2.638
"Jun 25, 2014",2.648
"Jun 24, 2014",2.737
"Jun 23, 2014",2.74
"Jun 22, 2014",2.761
"Jun 21, 2014",2.761
"Jun 20, 2014",2.761
"Jun 19, 2014",2.736
"Jun 18, 2014",2.742
"Jun 17, 2014",2.779
"Jun 16, 2014",2.755
"Jun 14, 2014",2.75
"Jun 13, 2014",2.746
"Jun 12, 2014",2.718
"Jun 11, 2014",2.713
"Jun 10, 2014",2.721
"Jun 09, 2014",2.7
"Jun 07, 2014",2.665
"Jun 06, 2014",2.656
"Jun 05, 2014",2.679
"Jun 04, 2014",2.7
"Jun 03, 2014",2.652
"Jun 02, 2014",2.619
"May 31, 2014",2.573
"May 30, 2014",2.571
"May 29, 2014",2.547
"May 28, 2014",2.55
"May 27, 2014",2.644
"May 26, 2014",2.649
"May 25, 2014",2.645
"May 24, 2014",2.645
"May 23, 2014",2.638
"May 22, 2014",2.655
"May 21, 2014",2.645
"May 20, 2014",2.607
"May 19, 2014",2.589
"May 17, 2014",2.568
"May 16, 2014",2.564
"May 15, 2014",2.526
"May 14, 2014",2.585
"May 13, 2014",2.684
"May 12, 2014",2.734
"May 10, 2014",2.69
"May 09, 2014",2.686
"May 08, 2014",2.646
"May 07, 2014",2.659
"May 06, 2014",2.659
"May 05, 2014",2.636
"May 03, 2014",2.636
"May 02, 2014",2.643
"May 01, 2014",2.638
"Apr 30, 2014",2.665
"Apr 29, 2014",2.686
"Apr 28, 2014",2.667
"Apr 27, 2014",2.647
"Apr 26, 2014",2.642
"Apr 25, 2014",2.64
"Apr 24, 2014",2.694
"Apr 23, 2014",2.68
"Apr 22, 2014",2.713
"Apr 17, 2014",2.67
"Apr 16, 2014",2.638
"Apr 15, 2014",2.602
"Apr 14, 2014",2.638
"Apr 12, 2014",2.616
"Apr 11, 2014",2.613
"Apr 10, 2014",2.621
"Apr 09, 2014",2.695
"Apr 08, 2014",2.694
"Apr 07, 2014",2.665
"Apr 05, 2014",2.679
"Apr 04, 2014",2.685
"Apr 03, 2014",2.757
"Apr 02, 2014",2.773
"Apr 01, 2014",2.733
"Mar 31, 2014",2.737
"Mar 29, 2014",2.727
"Mar 28, 2014",2.725
"Mar 27, 2014",2.679
"Mar 26, 2014",2.701
"Mar 25, 2014",2.71
"Mar 24, 2014",2.688
"Mar 22, 2014",2.743
"Mar 21, 2014",2.75
"Mar 20, 2014",2.772
"Mar 19, 2014",2.7
"Mar 18, 2014",2.678
"Mar 17, 2014",2.687
"Mar 15, 2014",2.668
"Mar 14, 2014",2.668
"Mar 13, 2014",2.69
"Mar 12, 2014",2.752
"Mar 11, 2014",2.783
"Mar 10, 2014",2.798
"Mar 09, 2014",2.794
"Mar 08, 2014",2.794
"Mar 07, 2014",2.796
"Mar 06, 2014",2.769
"Mar 05, 2014",2.72
"Mar 04, 2014",2.701
"Mar 03, 2014",2.647
"Mar 01, 2014",2.714
"Feb 28, 2014",2.721
"Feb 27, 2014",2.677
"Feb 26, 2014",2.728
"Feb 25, 2014",2.744
"Feb 24, 2014",2.777
"Feb 22, 2014",2.776
"Feb 21, 2014",2.783
"Feb 20, 2014",2.799
"Feb 19, 2014",2.735
"Feb 18, 2014",2.75
"Feb 17, 2014",2.784
"Feb 15, 2014",2.799
"Feb 14, 2014",2.795
"Feb 13, 2014",2.793
"Feb 12, 2014",2.821
"Feb 11, 2014",2.745
"Feb 10, 2014",2.719
"Feb 08, 2014",2.707
"Feb 07, 2014",2.713
"Feb 06, 2014",2.749
"Feb 05, 2014",2.69
"Feb 04, 2014",2.704
"Feb 03, 2014",2.689
"Feb 01, 2014",2.72
"Jan 31, 2014",2.712
"Jan 30, 2014",2.753
"Jan 29, 2014",2.763
"Jan 28, 2014",2.805
"Jan 27, 2014",2.776
"Jan 25, 2014",2.783
"Jan 24, 2014",2.766
"Jan 23, 2014",2.809
"Jan 22, 2014",2.889
"Jan 21, 2014",2.836
"Jan 20, 2014",2.83
"Jan 18, 2014",2.833
"Jan 17, 2014",2.833
"Jan 16, 2014",2.814
"Jan 15, 2014",2.864
"Jan 14, 2014",2.836
"Jan 13, 2014",2.838
"Jan 11, 2014",2.871
"Jan 10, 2014",2.874
"Jan 09, 2014",2.985
"Jan 08, 2014",2.974
"Jan 07, 2014",2.951
"Jan 06, 2014",2.974
"Jan 04, 2014",3.029
"Jan 03, 2014",3.024
"Jan 02, 2014",3.028
"Jan 01, 2014",3.036
"Dec 31, 2013",3.032
"Dec 30, 2013",3.034
"Dec 28, 2013",3.077
"Dec 27, 2013",3.078
"Dec 25, 2013",2.988
"Dec 24, 2013",2.987
"Dec 23, 2013",2.971
"Dec 21, 2013",2.952
"Dec 20, 2013",2.946
"Dec 19, 2013",2.961
"Dec 18, 2013",2.922
"Dec 17, 2013",2.873
"Dec 16, 2013",2.887
"Dec 14, 2013",2.904
"Dec 13, 2013",2.901
"Dec 12, 2013",2.9
"Dec 11, 2013",2.865
"Dec 10, 2013",2.882
"Dec 09, 2013",2.922
"Dec 07, 2013",2.909
"Dec 06, 2013",2.901
"Dec 05, 2013",2.919
"Dec 04, 2013",2.902
"Dec 03, 2013",2.815
"Dec 02, 2013",2.848
"Nov 30, 2013",2.778
"Nov 29, 2013",2.77
"Nov 28, 2013",2.738
"Nov 27, 2013",2.769
"Nov 26, 2013",2.734
"Nov 25, 2013",2.771
"Nov 23, 2013",2.786
"Nov 22, 2013",2.792
"Nov 21, 2013",2.818
"Nov 20, 2013",2.735
"Nov 19, 2013",2.727
"Nov 18, 2013",2.723
"Nov 17, 2013",2.743
"Nov 16, 2013",2.747
"Nov 15, 2013",2.749
"Nov 14, 2013",2.758
"Nov 13, 2013",2.803
"Nov 12, 2013",2.805
"Nov 11, 2013",2.808
"Nov 09, 2013",2.77
"Nov 08, 2013",2.769
"Nov 07, 2013",2.671
"Nov 06, 2013",2.716
"Nov 05, 2013",2.722
"Nov 04, 2013",2.624
"Nov 03, 2013",2.657
"Nov 02, 2013",2.657
"Nov 01, 2013",2.648
"Oct 31, 2013",2.618
"Oct 30, 2013",2.545
"Oct 29, 2013",2.601
"Oct 28, 2013",2.61
"Oct 27, 2013",2.618
"Oct 26, 2013",2.618
"Oct 25, 2013",2.621
"Oct 24, 2013",2.629
"Oct 23, 2013",2.6
"Oct 22, 2013",2.638
"Oct 21, 2013",2.738
"Oct 19, 2013",2.717
"Oct 18, 2013",2.716
"Oct 17, 2013",2.747
"Oct 16, 2013",2.836
"Oct 15, 2013",2.805
"Oct 14, 2013",2.748
"Oct 12, 2013",2.743
"Oct 11, 2013",2.739
"Oct 10, 2013",2.754
"Oct 09, 2013",2.685
"Oct 08, 2013",2.696
"Oct 07, 2013",2.707
"Oct 06, 2013",2.74
"Oct 05, 2013",2.743
"Oct 04, 2013",2.74
"Oct 03, 2013",2.676
"Oct 02, 2013",2.713
"Oct 01, 2013",2.717
"Sep 30, 2013",2.721
"Sep 29, 2013",2.72
"Sep 28, 2013",2.72
"Sep 27, 2013",2.709
"Sep 26, 2013",2.749
"Sep 25, 2013",2.754
"Sep 24, 2013",2.798
"Sep 23, 2013",2.912
"Sep 22, 2013",2.922
"Sep 20, 2013",2.921
"Sep 19, 2013",2.901
"Sep 18, 2013",3.005
"Sep 17, 2013",2.94
"Sep 16, 2013",2.885
"Sep 15, 2013",2.938
"Sep 14, 2013",2.938
"Sep 13, 2013",2.913
"Sep 12, 2013",2.943
"Sep 11, 2013",3.011
"Sep 10, 2013",3.019
"Sep 09, 2013",2.964
"Sep 08, 2013",2.949
"Sep 07, 2013",2.949
"Sep 06, 2013",2.941
"Sep 05, 2013",3.011
"Sep 04, 2013",2.881
"Sep 03, 2013",2.881
"Sep 02, 2013",2.851
"Sep 01, 2013",2.794
"Aug 31, 2013",2.794
"Aug 30, 2013",2.774
"Aug 29, 2013",2.776
"Aug 28, 2013",2.806
"Aug 27, 2013",2.594
"Aug 26, 2013",2.732
"Aug 24, 2013",2.708
"Aug 23, 2013",2.71
"Aug 22, 2013",2.713
"Aug 21, 2013",2.708
"Aug 20, 2013",2.678
"Aug 19, 2013",2.746
"Aug 17, 2013",2.698
"Aug 16, 2013",2.704
"Aug 15, 2013",2.686
"Aug 14, 2013",2.64
"Aug 13, 2013",2.601
"Aug 12, 2013",2.464
"Aug 11, 2013",2.47
"Aug 10, 2013",2.47
"Aug 09, 2013",2.461
"Aug 08, 2013",2.484
"Aug 07, 2013",2.483
"Aug 06, 2013",2.482
"Aug 05, 2013",2.477
"Aug 03, 2013",2.421
"Aug 02, 2013",2.428
"Aug 01, 2013",2.402
"Jul 31, 2013",2.359
"Jul 30, 2013",2.317
"Jul 29, 2013",2.319
"Jul 26, 2013",2.335
"Jul 25, 2013",2.379
"Jul 24, 2013",2.395
"Jul 23, 2013",2.309
"Jul 22, 2013",2.263
"Jul 20, 2013",2.289
"Jul 19, 2013",2.285
"Jul 18, 2013",2.259
"Jul 17, 2013",2.294
"Jul 16, 2013",2.265
"Jul 15, 2013",2.34
"Jul 13, 2013",2.32
"Jul 12, 2013",2.328
"Jul 11, 2013",2.388
"Jul 10, 2013",2.416
"Jul 09, 2013",2.448
"Jul 08, 2013",2.484
"Jul 06, 2013",2.493
"Jul 05, 2013",2.49
"Jul 04, 2013",2.38
"Jul 03, 2013",2.398
"Jul 02, 2013",2.377
"Jul 01, 2013",2.421
"Jun 29, 2013",2.439
"Jun 28, 2013",2.443
"Jun 27, 2013",2.431
"Jun 26, 2013",2.459
"Jun 25, 2013",2.539
"Jun 24, 2013",2.54
"Jun 23, 2013",2.41
"Jun 22, 2013",2.41
"Jun 21, 2013",2.412
"Jun 20, 2013",2.297
"Jun 19, 2013",2.135
"Jun 18, 2013",2.139
"Jun 17, 2013",2.078
"Jun 16, 2013",2.061
"Jun 15, 2013",2.061
"Jun 14, 2013",2.061
"Jun 13, 2013",2.125
"Jun 12, 2013",2.146
"Jun 11, 2013",2.172
"Jun 10, 2013",2.145
"Jun 08, 2013",2.069
"Jun 07, 2013",2.069
"Jun 06, 2013",2.026
"Jun 05, 2013",2.008
"Jun 04, 2013",2.037
"Jun 03, 2013",1.989
"Jun 01, 2013",2.002
"May 31, 2013",2.004
"May 30, 2013",1.97
"May 29, 2013",2.001
"May 28, 2013",1.962
"May 27, 2013",1.921
"May 26, 2013",1.896
"May 25, 2013",1.897
"May 24, 2013",1.898
"May 23, 2013",1.914
"May 22, 2013",1.908
"May 21, 2013",1.912
"May 20, 2013",1.921
"May 18, 2013",1.887
"May 17, 2013",1.887
"May 16, 2013",1.862
"May 15, 2013",1.924
"May 14, 2013",1.898
"May 13, 2013",1.881
"May 11, 2013",1.884
"May 10, 2013",1.891
"May 09, 2013",1.785
"May 08, 2013",1.769
"May 07, 2013",1.79
"May 06, 2013",1.732
"May 04, 2013",1.731
"May 03, 2013",1.727
"May 02, 2013",1.623
"May 01, 2013",1.653
"Apr 30, 2013",1.691
"Apr 29, 2013",1.657
"Apr 27, 2013",1.686
"Apr 26, 2013",1.678
"Apr 25, 2013",1.732
"Apr 24, 2013",1.688
"Apr 23, 2013",1.714
"Apr 22, 2013",1.655
"Apr 20, 2013",1.663
"Apr 19, 2013",1.663
"Apr 18, 2013",1.661
"Apr 17, 2013",1.684
"Apr 16, 2013",1.733
"Apr 15, 2013",1.706
"Apr 13, 2013",1.73
"Apr 12, 2013",1.728
"Apr 11, 2013",1.768
"Apr 10, 2013",1.783
"Apr 09, 2013",1.739
"Apr 08, 2013",1.698
"Apr 06, 2013",1.63
"Apr 05, 2013",1.631
"Apr 04, 2013",1.713
"Apr 03, 2013",1.755
"Apr 02, 2013",1.777
"Apr 01, 2013",1.779
"Mar 30, 2013",1.763
"Mar 29, 2013",1.779
"Mar 28, 2013",1.768
"Mar 27, 2013",1.723
"Mar 26, 2013",1.789
"Mar 25, 2013",1.806
"Mar 23, 2013",1.849
"Mar 22, 2013",1.852
"Mar 21, 2013",1.861
"Mar 20, 2013",1.873
"Mar 19, 2013",1.83
"Mar 18, 2013",1.896
"Mar 17, 2013",1.938
"Mar 16, 2013",1.938
"Mar 15, 2013",1.938
"Mar 14, 2013",1.962
"Mar 13, 2013",1.964
"Mar 12, 2013",1.966
"Mar 11, 2013",2.017
"Mar 09, 2013",2.053
"Mar 08, 2013",2.062
"Mar 07, 2013",2.014
"Mar 06, 2013",1.956
"Mar 05, 2013",1.962
"Mar 04, 2013",1.908
"Mar 02, 2013",1.872
"Mar 01, 2013",1.87
"Feb 28, 2013",1.974
"Feb 27, 2013",1.958
"Feb 26, 2013",1.996
"Feb 25, 2013",2.081
"Feb 23, 2013",2.11
"Feb 22, 2013",2.112
"Feb 21, 2013",2.101
"Feb 20, 2013",2.197
"Feb 19, 2013",2.18
"Feb 18, 2013",2.196
"Feb 17, 2013",2.195
"Feb 16, 2013",2.195
"Feb 15, 2013",2.192
"Feb 14, 2013",2.195
"Feb 13, 2013",2.211
"Feb 12, 2013",2.102
"Feb 11, 2013",2.11
"Feb 09, 2013",2.12
"Feb 08, 2013",2.095
"Feb 07, 2013",2.108
"Feb 06, 2013",2.097
"Feb 05, 2013",2.119
"Feb 04, 2013",2.079
"Feb 02, 2013",2.098
"Feb 01, 2013",2.097
"Jan 31, 2013",2.098
"Jan 30, 2013",2.114
"Jan 29, 2013",2.087
"Jan 28, 2013",2.105
"Jan 26, 2013",2.069
"Jan 25, 2013",2.056
"Jan 24, 2013",2.01
"Jan 23, 2013",1.991
"Jan 22, 2013",2.02
"Jan 21, 2013",2.057
"Jan 19, 2013",2.006
"Jan 18, 2013",2.012
"Jan 17, 2013",2.04
"Jan 16, 2013",1.998
"Jan 15, 2013",2.023
"Jan 14, 2013",2.036
"Jan 13, 2013",2.079
"Jan 12, 2013",2.079
"Jan 11, 2013",2.083
"Jan 10, 2013",2.096
"Jan 09, 2013",2.024
"Jan 08, 2013",2.03
"Jan 07, 2013",2.086
"Jan 05, 2013",2.124
"Jan 04, 2013",2.117
"Jan 03, 2013",2.073
"Jan 02, 2013",1.988
"Jan 01, 2013",1.843
"Dec 31, 2012",1.842
"Dec 30, 2012",1.793
"Dec 29, 2012",1.793
"Dec 28, 2012",1.821
"Dec 27, 2012",1.808
"Dec 26, 2012",1.919
"Dec 25, 2012",1.919
"Dec 24, 2012",1.917
"Dec 23, 2012",1.889
"Dec 22, 2012",1.889
"Dec 21, 2012",1.886
"Dec 20, 2012",1.948
"Dec 19, 2012",1.957
"Dec 18, 2012",1.954
"Dec 17, 2012",1.891
"Dec 15, 2012",1.864
"Dec 14, 2012",1.862
"Dec 13, 2012",1.861
"Dec 12, 2012",1.822
"Dec 11, 2012",1.801
"Dec 10, 2012",1.774
"Dec 08, 2012",1.747
"Dec 07, 2012",1.743
"Dec 06, 2012",1.741
"Dec 05, 2012",1.779
"Dec 04, 2012",1.81
"Dec 03, 2012",1.822
"Dec 01, 2012",1.773
"Nov 30, 2012",1.776
"Nov 29, 2012",1.754
"Nov 28, 2012",1.769
"Nov 27, 2012",1.854
"Nov 26, 2012",1.839
"Nov 24, 2012",1.845
"Nov 23, 2012",1.842
"Nov 22, 2012",1.847
"Nov 21, 2012",1.853
"Nov 20, 2012",1.846
"Nov 19, 2012",1.775
"Nov 17, 2012",1.726
"Nov 16, 2012",1.733
"Nov 15, 2012",1.734
"Nov 14, 2012",1.751
"Nov 13, 2012",1.713
"Nov 12, 2012",1.717
"Nov 10, 2012",1.729
"Nov 09, 2012",1.736
"Nov 08, 2012",1.774
"Nov 07, 2012",1.76
"Nov 06, 2012",1.817
"Nov 05, 2012",1.814
"Nov 03, 2012",1.856
"Nov 02, 2012",1.857
"Nov 01, 2012",1.868
"Oct 31, 2012",1.853
"Oct 30, 2012",1.827
"Oct 29, 2012",1.8
"Oct 27, 2012",1.86
"Oct 26, 2012",1.863
"Oct 25, 2012",1.914
"Oct 24, 2012",1.848
"Oct 23, 2012",1.824
"Oct 22, 2012",1.903
"Oct 20, 2012",1.877
"Oct 19, 2012",1.88
"Oct 18, 2012",1.918
"Oct 17, 2012",1.916
"Oct 16, 2012",1.819
"Oct 15, 2012",1.758
"Oct 13, 2012",1.723
"Oct 12, 2012",1.72
"Oct 11, 2012",1.783
"Oct 10, 2012",1.766
"Oct 09, 2012",1.727
"Oct 08, 2012",1.729
"Oct 06, 2012",1.764
"Oct 05, 2012",1.771
"Oct 04, 2012",1.702
"Oct 03, 2012",1.686
"Oct 02, 2012",1.708
"Oct 01, 2012",1.738
"Sep 29, 2012",1.73
"Sep 28, 2012",1.731
"Sep 27, 2012",1.731
"Sep 26, 2012",1.696
"Sep 25, 2012",1.819
"Sep 24, 2012",1.814
"Sep 23, 2012",1.835
"Sep 22, 2012",1.835
"Sep 21, 2012",1.834
"Sep 20, 2012",1.798
"Sep 19, 2012",1.844
"Sep 18, 2012",1.877
"Sep 17, 2012",1.921
"Sep 15, 2012",1.969
"Sep 14, 2012",1.966
"Sep 13, 2012",1.813
"Sep 12, 2012",1.831
"Sep 11, 2012",1.739
"Sep 10, 2012",1.733
"Sep 08, 2012",1.684
"Sep 07, 2012",1.686
"Sep 06, 2012",1.714
"Sep 05, 2012",1.647
"Sep 04, 2012",1.629
"Sep 03, 2012",1.654
"Sep 01, 2012",1.638
"Aug 31, 2012",1.474
"Aug 30, 2012",1.453
"Aug 29, 2012",1.505
"Aug 28, 2012",1.488
"Aug 27, 2012",1.537
"Aug 26, 2012",1.527
"Aug 24, 2012",1.528
"Aug 23, 2012",1.569
"Aug 22, 2012",1.633
"Aug 21, 2012",1.708
"Aug 20, 2012",1.666
"Aug 19, 2012",1.685
"Aug 17, 2012",1.673
"Aug 16, 2012",1.693
"Aug 15, 2012",1.685
"Aug 14, 2012",1.605
"Aug 13, 2012",1.564
"Aug 12, 2012",1.545
"Aug 10, 2012",1.543
"Aug 09, 2012",1.621
"Aug 08, 2012",1.566
"Aug 07, 2012",1.603
"Aug 06, 2012",1.497
"Aug 05, 2012",1.574
"Aug 03, 2012",1.564
"Aug 02, 2012",1.438
"Aug 01, 2012",1.515
"Jul 31, 2012",1.473
"Jul 30, 2012",1.54
"Jul 29, 2012",1.565
"Jul 27, 2012",1.538
"Jul 26, 2012",1.482
"Jul 25, 2012",1.457
"Jul 24, 2012",1.466
"Jul 23, 2012",1.472
"Jul 22, 2012",1.48
"Jul 20, 2012",1.484
"Jul 19, 2012",1.525
"Jul 18, 2012",1.476
"Jul 17, 2012",1.505
"Jul 16, 2012",1.499
"Jul 13, 2012",1.551
"Jul 12, 2012",1.533
"Jul 11, 2012",1.567
"Jul 10, 2012",1.586
"Jul 09, 2012",1.583
"Jul 08, 2012",1.602
"Jul 07, 2012",1.596
"Jul 06, 2012",1.594
"Jul 05, 2012",1.657
"Jul 04, 2012",1.722
"Jul 03, 2012",1.764
"Jul 02, 2012",1.696
"Jul 01, 2012",1.784
"Jun 29, 2012",1.735
"Jun 28, 2012",1.644
"Jun 27, 2012",1.688
"Jun 26, 2012",1.686
"Jun 25, 2012",1.667
"Jun 24, 2012",1.725
"Jun 22, 2012",1.724
"Jun 21, 2012",1.699
"Jun 20, 2012",1.769
"Jun 19, 2012",1.718
"Jun 18, 2012",1.661
"Jun 16, 2012",1.667
"Jun 15, 2012",1.666
"Jun 14, 2012",1.732
"Jun 13, 2012",1.751
"Jun 12, 2012",1.698
"Jun 11, 2012",1.651
"Jun 10, 2012",1.624
"Jun 08, 2012",1.627
"Jun 07, 2012",1.711
"Jun 06, 2012",1.665
"Jun 04, 2012",1.535
"Jun 02, 2012",1.534
"Jun 01, 2012",1.533
"May 31, 2012",1.568
"May 30, 2012",1.648
"May 29, 2012",1.776
"May 28, 2012",1.759
"May 25, 2012",1.752
"May 24, 2012",1.775
"May 23, 2012",1.773
"May 22, 2012",1.868
"May 21, 2012",1.846
"May 18, 2012",1.825
"May 17, 2012",1.836
"May 16, 2012",1.881
"May 15, 2012",1.896
"May 14, 2012",1.878
"May 11, 2012",1.963
"May 10, 2012",1.988
"May 09, 2012",1.905
"May 08, 2012",1.937
"May 07, 2012",1.996
"May 06, 2012",1.996
"May 04, 2012",1.999
"May 03, 2012",2.038
"May 02, 2012",2.047
"May 01, 2012",2.099
"Apr 30, 2012",2.112
"Apr 27, 2012",2.123
"Apr 26, 2012",2.098
"Apr 25, 2012",2.142
"Apr 24, 2012",2.097
"Apr 23, 2012",2.125
"Apr 20, 2012",2.175
"Apr 19, 2012",2.149
"Apr 18, 2012",2.134
"Apr 17, 2012",2.098
"Apr 16, 2012",2.032
"Apr 13, 2012",2.041
"Apr 12, 2012",2.087
"Apr 11, 2012",2.054
"Apr 10, 2012",2.01
"Apr 09, 2012",2.162
"Apr 08, 2012",2.162
"Apr 06, 2012",2.162
"Apr 05, 2012",2.157
"Apr 04, 2012",2.214
"Apr 03, 2012",2.173
"Apr 02, 2012",2.227
"Mar 30, 2012",2.202
"Mar 29, 2012",2.2
"Mar 28, 2012",2.211
"Mar 27, 2012",2.263
"Mar 26, 2012",2.334
"Mar 25, 2012",2.272
"Mar 24, 2012",2.272
"Mar 23, 2012",2.275
"Mar 22, 2012",2.324
"Mar 21, 2012",2.377
"Mar 20, 2012",2.418
"Mar 19, 2012",2.413
"Mar 17, 2012",2.446
"Mar 16, 2012",2.445
"Mar 15, 2012",2.368
"Mar 14, 2012",2.332
"Mar 13, 2012",2.172
"Mar 12, 2012",2.092
"Mar 09, 2012",2.154
"Mar 08, 2012",2.142
"Mar 07, 2012",2.128
"Mar 06, 2012",2.129
"Mar 05, 2012",2.174
"Mar 03, 2012",2.14
"Mar 02, 2012",2.149
"Mar 01, 2012",2.214
"Feb 29, 2012",2.143
"Feb 28, 2012",2.087
"Feb 27, 2012",2.015
"Feb 25, 2012",2.069
"Feb 24, 2012",2.069
"Feb 23, 2012",2.102
"Feb 22, 2012",2.138
"Feb 21, 2012",2.217
"Feb 20, 2012",2.231
"Feb 19, 2012",2.187
"Feb 17, 2012",2.179
"Feb 16, 2012",2.126
"Feb 15, 2012",2.078
"Feb 14, 2012",2.09
"Feb 13, 2012",2.121
"Feb 10, 2012",2.143
"Feb 09, 2012",2.227
"Feb 08, 2012",2.21
"Feb 07, 2012",2.208
"Feb 06, 2012",2.164
"Feb 03, 2012",2.185
"Feb 02, 2012",2.108
"Feb 01, 2012",2.05
"Jan 31, 2012",1.975
"Jan 30, 2012",1.997
"Jan 27, 2012",2.05
"Jan 26, 2012",2.099
"Jan 25, 2012",2.166
"Jan 24, 2012",2.185
"Jan 23, 2012",2.183
"Jan 20, 2012",2.12
"Jan 19, 2012",2.049
"Jan 18, 2012",1.951
"Jan 17, 2012",1.957
"Jan 16, 2012",1.97
"Jan 13, 2012",1.971
"Jan 12, 2012",2.018
"Jan 11, 2012",2.023
"Jan 10, 2012",2.06
