Date,NASDAQ
"Jun 21, 2013","3,357.25"
"Jun 20, 2013","3,364.64"
"Jun 19, 2013","3,443.20"
"Jun 18, 2013","3,482.18"
"Jun 17, 2013","3,452.13"
"Jun 14, 2013","3,423.56"
"Jun 13, 2013","3,445.36"
"Jun 12, 2013","3,400.43"
"Jun 11, 2013","3,436.95"
"Jun 10, 2013","3,473.77"
"Jun 07, 2013","3,469.22"
"Jun 06, 2013","3,424.05"
"Jun 05, 2013","3,401.48"
"Jun 04, 2013","3,445.26"
"Jun 03, 2013","3,465.37"
"May 31, 2013","3,455.91"
"May 30, 2013","3,491.30"
"May 29, 2013","3,467.52"
"May 28, 2013","3,488.89"
"May 24, 2013","3,459.14"
"May 23, 2013","3,459.42"
"May 22, 2013","3,463.30"
"May 21, 2013","3,502.12"
"May 20, 2013","3,496.43"
"May 17, 2013","3,498.97"
"May 16, 2013","3,465.24"
"May 15, 2013","3,471.62"
"May 14, 2013","3,462.61"
"May 13, 2013","3,438.79"
"May 10, 2013","3,436.58"
"May 09, 2013","3,409.17"
"May 08, 2013","3,413.27"
"May 07, 2013","3,396.63"
"May 06, 2013","3,392.97"
"May 03, 2013","3,378.63"
"May 02, 2013","3,340.62"
"May 01, 2013","3,299.13"
"Apr 30, 2013","3,328.79"
"Apr 29, 2013","3,307.02"
"Apr 26, 2013","3,279.26"
"Apr 25, 2013","3,289.99"
"Apr 24, 2013","3,269.65"
"Apr 23, 2013","3,269.33"
"Apr 22, 2013","3,233.55"
"Apr 19, 2013","3,206.06"
"Apr 18, 2013","3,166.36"
"Apr 17, 2013","3,204.67"
"Apr 16, 2013","3,264.63"
"Apr 15, 2013","3,216.49"
"Apr 12, 2013","3,294.95"
"Apr 11, 2013","3,300.16"
"Apr 10, 2013","3,297.25"
"Apr 09, 2013","3,237.86"
"Apr 08, 2013","3,222.25"
"Apr 05, 2013","3,203.86"
"Apr 04, 2013","3,224.98"
"Apr 03, 2013","3,218.60"
"Apr 02, 2013","3,254.86"
"Apr 01, 2013","3,239.17"
"Mar 28, 2013","3,267.52"
"Mar 27, 2013","3,256.52"
"Mar 26, 2013","3,252.48"
"Mar 25, 2013","3,235.30"
"Mar 22, 2013","3,245.00"
"Mar 21, 2013","3,222.60"
"Mar 20, 2013","3,254.19"
"Mar 19, 2013","3,229.10"
"Mar 18, 2013","3,237.59"
"Mar 15, 2013","3,249.07"
"Mar 14, 2013","3,258.93"
"Mar 13, 2013","3,245.12"
"Mar 12, 2013","3,242.32"
"Mar 11, 2013","3,252.87"
"Mar 08, 2013","3,244.37"
"Mar 07, 2013","3,232.09"
"Mar 06, 2013","3,222.37"
"Mar 05, 2013","3,224.13"
"Mar 04, 2013","3,182.03"
"Mar 01, 2013","3,169.74"
"Feb 28, 2013","3,160.19"
"Feb 27, 2013","3,162.26"
"Feb 26, 2013","3,129.65"
"Feb 25, 2013","3,116.25"
"Feb 22, 2013","3,161.82"
"Feb 21, 2013","3,131.49"
"Feb 20, 2013","3,164.41"
"Feb 19, 2013","3,213.59"
"Feb 15, 2013","3,192.03"
"Feb 14, 2013","3,198.66"
"Feb 13, 2013","3,196.88"
"Feb 12, 2013","3,186.49"
"Feb 11, 2013","3,192.00"
"Feb 08, 2013","3,193.87"
"Feb 07, 2013","3,165.13"
"Feb 06, 2013","3,168.48"
"Feb 05, 2013","3,171.58"
"Feb 04, 2013","3,131.17"
"Feb 01, 2013","3,179.10"
"Jan 31, 2013","3,142.13"
"Jan 30, 2013","3,142.31"
"Jan 29, 2013","3,153.66"
"Jan 28, 2013","3,154.30"
"Jan 25, 2013","3,149.71"
"Jan 24, 2013","3,130.38"
"Jan 23, 2013","3,153.67"
"Jan 22, 2013","3,143.18"
"Jan 18, 2013","3,134.71"
"Jan 17, 2013","3,136.00"
"Jan 16, 2013","3,117.54"
"Jan 15, 2013","3,110.78"
"Jan 14, 2013","3,117.50"
"Jan 11, 2013","3,125.64"
"Jan 10, 2013","3,121.76"
"Jan 09, 2013","3,105.81"
"Jan 08, 2013","3,091.81"
"Jan 07, 2013","3,098.81"
"Jan 04, 2013","3,101.66"
"Jan 03, 2013","3,100.57"
"Jan 02, 2013","3,112.26"
"Dec 31, 2012","3,019.51"
"Dec 28, 2012","2,960.31"
"Dec 27, 2012","2,985.91"
"Dec 26, 2012","2,990.16"
"Dec 24, 2012","3,012.60"
"Dec 21, 2012","3,021.01"
"Dec 20, 2012","3,050.39"
"Dec 19, 2012","3,044.36"
"Dec 18, 2012","3,054.53"
"Dec 17, 2012","3,010.60"
"Dec 14, 2012","2,971.33"
"Dec 13, 2012","2,992.16"
"Dec 12, 2012","3,013.81"
"Dec 11, 2012","3,022.30"
"Dec 10, 2012","2,986.96"
"Dec 07, 2012","2,978.04"
"Dec 06, 2012","2,989.27"
"Dec 05, 2012","2,973.70"
"Dec 04, 2012","2,996.69"
"Dec 03, 2012","3,002.20"
"Nov 30, 2012","3,010.24"
"Nov 29, 2012","3,012.03"
"Nov 28, 2012","2,991.78"
"Nov 27, 2012","2,967.79"
"Nov 26, 2012","2,976.78"
"Nov 23, 2012","2,966.85"
"Nov 21, 2012","2,926.55"
"Nov 20, 2012","2,916.68"
"Nov 19, 2012","2,916.07"
"Nov 16, 2012","2,853.13"
"Nov 15, 2012","2,836.94"
"Nov 14, 2012","2,846.81"
"Nov 13, 2012","2,883.89"
"Nov 12, 2012","2,904.25"
"Nov 09, 2012","2,904.87"
"Nov 08, 2012","2,895.58"
"Nov 07, 2012","2,937.29"
"Nov 06, 2012","3,011.93"
"Nov 05, 2012","2,999.66"
"Nov 02, 2012","2,982.13"
"Nov 01, 2012","3,020.06"
"Oct 31, 2012","2,977.23"
"Oct 26, 2012","2,987.95"
"Oct 25, 2012","2,986.12"
"Oct 24, 2012","2,981.70"
"Oct 23, 2012","2,990.46"
"Oct 22, 2012","3,016.96"
"Oct 19, 2012","3,005.62"
"Oct 18, 2012","3,072.87"
"Oct 17, 2012","3,104.12"
"Oct 16, 2012","3,101.17"
"Oct 15, 2012","3,064.18"
"Oct 12, 2012","3,044.11"
"Oct 11, 2012","3,049.41"
"Oct 10, 2012","3,051.78"
"Oct 09, 2012","3,065.02"
"Oct 08, 2012","3,112.35"
"Oct 05, 2012","3,136.19"
"Oct 04, 2012","3,149.46"
"Oct 03, 2012","3,135.23"
"Oct 02, 2012","3,120.04"
"Oct 01, 2012","3,113.53"
"Sep 28, 2012","3,116.23"
"Sep 27, 2012","3,136.60"
"Sep 26, 2012","3,093.70"
"Sep 25, 2012","3,117.73"
"Sep 24, 2012","3,160.78"
"Sep 21, 2012","3,179.96"
"Sep 20, 2012","3,175.96"
"Sep 19, 2012","3,182.62"
"Sep 18, 2012","3,177.80"
"Sep 17, 2012","3,178.67"
"Sep 14, 2012","3,183.95"
"Sep 13, 2012","3,155.83"
"Sep 12, 2012","3,114.31"
"Sep 11, 2012","3,104.53"
"Sep 10, 2012","3,104.02"
"Sep 07, 2012","3,136.42"
"Sep 06, 2012","3,135.81"
"Sep 05, 2012","3,069.27"
"Sep 04, 2012","3,075.06"
"Aug 31, 2012","3,066.96"
"Aug 30, 2012","3,048.71"
"Aug 29, 2012","3,081.19"
"Aug 28, 2012","3,077.14"
"Aug 27, 2012","3,073.19"
"Aug 24, 2012","3,069.79"
"Aug 23, 2012","3,053.40"
"Aug 22, 2012","3,073.67"
"Aug 21, 2012","3,067.26"
"Aug 20, 2012","3,076.21"
"Aug 17, 2012","3,076.59"
"Aug 16, 2012","3,062.39"
"Aug 15, 2012","3,030.93"
"Aug 14, 2012","3,016.98"
"Aug 13, 2012","3,022.52"
"Aug 10, 2012","3,020.86"
"Aug 09, 2012","3,018.64"
"Aug 08, 2012","3,011.25"
"Aug 07, 2012","3,015.86"
"Aug 06, 2012","2,989.91"
"Aug 03, 2012","2,967.90"
"Aug 02, 2012","2,909.77"
"Aug 01, 2012","2,920.21"
"Jul 31, 2012","2,939.52"
"Jul 30, 2012","2,945.84"
"Jul 27, 2012","2,958.09"
"Jul 26, 2012","2,893.25"
"Jul 25, 2012","2,854.24"
"Jul 24, 2012","2,862.99"
"Jul 23, 2012","2,890.15"
"Jul 20, 2012","2,925.30"
"Jul 19, 2012","2,965.90"
"Jul 18, 2012","2,942.60"
"Jul 17, 2012","2,910.04"
"Jul 16, 2012","2,896.94"
"Jul 13, 2012","2,908.47"
"Jul 12, 2012","2,866.19"
"Jul 11, 2012","2,887.98"
"Jul 10, 2012","2,902.33"
"Jul 09, 2012","2,931.77"
"Jul 06, 2012","2,937.33"
"Jul 05, 2012","2,976.12"
"Jul 03, 2012","2,976.08"
"Jul 02, 2012","2,951.23"
"Jun 29, 2012","2,935.05"
"Jun 28, 2012","2,849.49"
"Jun 27, 2012","2,875.32"
"Jun 26, 2012","2,854.06"
"Jun 25, 2012","2,836.16"
"Jun 22, 2012","2,892.42"
"Jun 21, 2012","2,859.09"
"Jun 20, 2012","2,930.45"
"Jun 19, 2012","2,929.76"
"Jun 18, 2012","2,895.33"
"Jun 15, 2012","2,872.80"
"Jun 14, 2012","2,836.33"
"Jun 13, 2012","2,818.61"
"Jun 12, 2012","2,843.07"
"Jun 11, 2012","2,809.73"
"Jun 08, 2012","2,858.42"
"Jun 07, 2012","2,831.02"
"Jun 06, 2012","2,844.72"
"Jun 05, 2012","2,778.11"
"Jun 04, 2012","2,760.01"
"Jun 01, 2012","2,747.48"
"May 31, 2012","2,827.34"
"May 30, 2012","2,837.36"
"May 29, 2012","2,870.99"
"May 25, 2012","2,837.53"
"May 24, 2012","2,839.38"
"May 23, 2012","2,850.12"
"May 22, 2012","2,839.08"
"May 21, 2012","2,847.21"
"May 18, 2012","2,778.79"
"May 17, 2012","2,813.69"
"May 16, 2012","2,874.04"
"May 15, 2012","2,893.76"
"May 14, 2012","2,902.58"
"May 11, 2012","2,933.82"
"May 10, 2012","2,933.64"
"May 09, 2012","2,934.71"
"May 08, 2012","2,946.27"
"May 07, 2012","2,957.76"
"May 04, 2012","2,956.34"
"May 03, 2012","3,024.30"
"May 02, 2012","3,059.85"
"May 01, 2012","3,050.44"
"Apr 30, 2012","3,046.36"
"Apr 27, 2012","3,069.20"
"Apr 26, 2012","3,050.61"
"Apr 25, 2012","3,029.63"
"Apr 24, 2012","2,961.60"
"Apr 23, 2012","2,970.45"
"Apr 20, 2012","3,000.45"
"Apr 19, 2012","3,007.56"
"Apr 18, 2012","3,031.45"
"Apr 17, 2012","3,042.82"
"Apr 16, 2012","2,988.40"
"Apr 13, 2012","3,011.33"
"Apr 12, 2012","3,055.55"
"Apr 11, 2012","3,016.46"
"Apr 10, 2012","2,991.22"
"Apr 09, 2012","3,047.08"
"Apr 05, 2012","3,080.50"
"Apr 04, 2012","3,068.09"
"Apr 03, 2012","3,113.57"
"Apr 02, 2012","3,119.70"
"Mar 30, 2012","3,091.57"
"Mar 29, 2012","3,095.36"
"Mar 28, 2012","3,104.96"
"Mar 27, 2012","3,120.35"
"Mar 26, 2012","3,122.57"
"Mar 23, 2012","3,067.92"
"Mar 22, 2012","3,063.32"
"Mar 21, 2012","3,075.32"
"Mar 20, 2012","3,074.15"
"Mar 19, 2012","3,078.32"
"Mar 16, 2012","3,055.26"
"Mar 15, 2012","3,056.37"
"Mar 14, 2012","3,040.73"
"Mar 13, 2012","3,039.88"
"Mar 12, 2012","2,983.66"
"Mar 09, 2012","2,988.34"
"Mar 08, 2012","2,970.42"
"Mar 07, 2012","2,935.69"
"Mar 06, 2012","2,910.32"
"Mar 05, 2012","2,950.48"
"Mar 02, 2012","2,976.19"
"Mar 01, 2012","2,988.97"
"Feb 29, 2012","2,966.89"
"Feb 28, 2012","2,986.76"
"Feb 27, 2012","2,966.16"
"Feb 24, 2012","2,963.75"
"Feb 23, 2012","2,956.98"
"Feb 22, 2012","2,933.17"
"Feb 21, 2012","2,948.57"
"Feb 17, 2012","2,951.78"
"Feb 16, 2012","2,959.85"
"Feb 15, 2012","2,915.83"
"Feb 14, 2012","2,931.83"
"Feb 13, 2012","2,931.39"
"Feb 10, 2012","2,903.88"
"Feb 09, 2012","2,927.23"
"Feb 08, 2012","2,915.86"
"Feb 07, 2012","2,904.08"
"Feb 06, 2012","2,901.99"
"Feb 03, 2012","2,905.66"
"Feb 02, 2012","2,859.68"
"Feb 01, 2012","2,848.27"
"Jan 31, 2012","2,813.84"
"Jan 30, 2012","2,811.94"
"Jan 27, 2012","2,816.55"
"Jan 26, 2012","2,805.28"
"Jan 25, 2012","2,818.31"
"Jan 24, 2012","2,786.64"
"Jan 23, 2012","2,784.17"
"Jan 20, 2012","2,786.70"
"Jan 19, 2012","2,788.33"
"Jan 18, 2012","2,769.71"
"Jan 17, 2012","2,728.08"
"Jan 13, 2012","2,710.67"
"Jan 12, 2012","2,724.70"
"Jan 11, 2012","2,710.76"
"Jan 10, 2012","2,702.50"
"Jan 09, 2012","2,676.56"
"Jan 06, 2012","2,674.22"
"Jan 05, 2012","2,669.86"
"Jan 04, 2012","2,648.36"
"Jan 03, 2012","2,648.72"
"Dec 30, 2011","2,605.15"
"Dec 29, 2011","2,613.74"
"Dec 28, 2011","2,589.98"
"Dec 27, 2011","2,625.20"
"Dec 23, 2011","2,618.64"
"Dec 22, 2011","2,599.45"
"Dec 21, 2011","2,577.97"
"Dec 20, 2011","2,603.73"
"Dec 19, 2011","2,523.14"
"Dec 16, 2011","2,555.33"
"Dec 15, 2011","2,541.01"
"Dec 14, 2011","2,539.31"
"Dec 13, 2011","2,579.27"
"Dec 12, 2011","2,612.26"
"Dec 09, 2011","2,646.85"
"Dec 08, 2011","2,596.38"
"Dec 07, 2011","2,649.21"
"Dec 06, 2011","2,649.56"
"Dec 05, 2011","2,655.76"
"Dec 02, 2011","2,626.93"
"Dec 01, 2011","2,626.20"
"Nov 30, 2011","2,620.34"
"Nov 29, 2011","2,515.51"
"Nov 28, 2011","2,527.34"
"Nov 25, 2011","2,441.51"
"Nov 23, 2011","2,460.08"
"Nov 22, 2011","2,521.28"
"Nov 21, 2011","2,523.14"
"Nov 18, 2011","2,572.50"
"Nov 17, 2011","2,587.99"
"Nov 16, 2011","2,639.61"
"Nov 15, 2011","2,686.20"
"Nov 14, 2011","2,657.22"
"Nov 11, 2011","2,678.75"
"Nov 10, 2011","2,625.15"
"Nov 09, 2011","2,621.65"
"Nov 08, 2011","2,727.49"
"Nov 07, 2011","2,695.25"
"Nov 04, 2011","2,686.15"
"Nov 03, 2011","2,697.97"
"Nov 02, 2011","2,639.98"
"Nov 01, 2011","2,606.96"
"Oct 31, 2011","2,684.41"
"Oct 28, 2011","2,737.15"
"Oct 27, 2011","2,738.63"
"Oct 26, 2011","2,650.67"
"Oct 25, 2011","2,638.42"
"Oct 24, 2011","2,699.44"
"Oct 21, 2011","2,637.46"
"Oct 20, 2011","2,598.62"
"Oct 19, 2011","2,604.04"
"Oct 18, 2011","2,657.43"
"Oct 17, 2011","2,614.92"
"Oct 14, 2011","2,667.85"
"Oct 13, 2011","2,620.24"
"Oct 12, 2011","2,604.73"
"Oct 11, 2011","2,583.03"
"Oct 10, 2011","2,566.05"
"Oct 07, 2011","2,479.35"
"Oct 06, 2011","2,506.82"
"Oct 05, 2011","2,460.51"
"Oct 04, 2011","2,404.82"
"Oct 03, 2011","2,335.83"
"Sep 30, 2011","2,415.40"
"Sep 29, 2011","2,480.76"
"Sep 28, 2011","2,491.58"
"Sep 27, 2011","2,546.83"
"Sep 26, 2011","2,516.69"
"Sep 23, 2011","2,483.23"
"Sep 22, 2011","2,455.67"
"Sep 21, 2011","2,538.19"
"Sep 20, 2011","2,590.24"
"Sep 19, 2011","2,612.83"
"Sep 16, 2011","2,622.31"
"Sep 15, 2011","2,607.07"
"Sep 14, 2011","2,572.55"
"Sep 13, 2011","2,532.15"
"Sep 12, 2011","2,495.09"
"Sep 09, 2011","2,467.99"
"Sep 08, 2011","2,529.14"
"Sep 07, 2011","2,548.94"
"Sep 06, 2011","2,473.83"
"Sep 02, 2011","2,480.33"
"Sep 01, 2011","2,546.04"
"Aug 31, 2011","2,579.46"
"Aug 30, 2011","2,576.11"
"Aug 29, 2011","2,562.11"
"Aug 26, 2011","2,479.85"
"Aug 25, 2011","2,419.63"
"Aug 24, 2011","2,467.69"
"Aug 23, 2011","2,446.06"
"Aug 22, 2011","2,345.38"
"Aug 19, 2011","2,341.84"
"Aug 18, 2011","2,380.43"
"Aug 17, 2011","2,511.48"
"Aug 16, 2011","2,523.45"
"Aug 15, 2011","2,555.20"
"Aug 12, 2011","2,507.98"
"Aug 11, 2011","2,492.68"
"Aug 10, 2011","2,381.05"
"Aug 09, 2011","2,482.52"
"Aug 08, 2011","2,357.69"
"Aug 05, 2011","2,532.41"
"Aug 04, 2011","2,556.39"
"Aug 03, 2011","2,693.07"
"Aug 02, 2011","2,669.24"
"Aug 01, 2011","2,744.61"
"Jul 29, 2011","2,756.38"
"Jul 28, 2011","2,766.25"
"Jul 27, 2011","2,764.79"
"Jul 26, 2011","2,839.96"
"Jul 25, 2011","2,842.80"
"Jul 22, 2011","2,858.83"
"Jul 21, 2011","2,834.43"
"Jul 20, 2011","2,814.23"
"Jul 19, 2011","2,826.52"
"Jul 18, 2011","2,765.11"
"Jul 15, 2011","2,789.80"
"Jul 14, 2011","2,762.67"
"Jul 13, 2011","2,796.92"
"Jul 12, 2011","2,781.91"
"Jul 11, 2011","2,802.62"
"Jul 08, 2011","2,859.81"
"Jul 07, 2011","2,872.66"
"Jul 06, 2011","2,834.02"
"Jul 05, 2011","2,825.77"
"Jul 01, 2011","2,816.03"
"Jun 30, 2011","2,773.52"
"Jun 29, 2011","2,740.49"
"Jun 28, 2011","2,729.31"
"Jun 27, 2011","2,688.28"
"Jun 24, 2011","2,652.89"
"Jun 23, 2011","2,686.75"
"Jun 22, 2011","2,669.19"
"Jun 21, 2011","2,687.26"
"Jun 20, 2011","2,629.66"
"Jun 17, 2011","2,616.48"
"Jun 16, 2011","2,623.70"
"Jun 15, 2011","2,631.46"
"Jun 14, 2011","2,678.72"
"Jun 13, 2011","2,639.69"
"Jun 10, 2011","2,643.73"
"Jun 09, 2011","2,684.87"
"Jun 08, 2011","2,675.38"
"Jun 07, 2011","2,701.56"
"Jun 06, 2011","2,702.56"
"Jun 03, 2011","2,732.78"
"Jun 02, 2011","2,773.31"
"Jun 01, 2011","2,769.19"
"May 31, 2011","2,835.30"
"May 27, 2011","2,796.86"
"May 26, 2011","2,782.92"
"May 25, 2011","2,761.38"
"May 24, 2011","2,746.16"
"May 23, 2011","2,758.90"
"May 20, 2011","2,803.32"
"May 19, 2011","2,823.31"
"May 18, 2011","2,815.00"
"May 17, 2011","2,783.21"
"May 16, 2011","2,782.31"
"May 13, 2011","2,828.47"
"May 12, 2011","2,863.04"
"May 11, 2011","2,845.06"
"May 10, 2011","2,871.89"
"May 09, 2011","2,843.25"
"May 06, 2011","2,827.56"
"May 05, 2011","2,814.72"
"May 04, 2011","2,828.23"
"May 03, 2011","2,841.62"
"May 02, 2011","2,864.08"
"Apr 29, 2011","2,873.54"
"Apr 28, 2011","2,872.53"
"Apr 27, 2011","2,869.88"
"Apr 26, 2011","2,847.54"
"Apr 25, 2011","2,825.88"
"Apr 21, 2011","2,820.16"
"Apr 20, 2011","2,802.51"
"Apr 19, 2011","2,744.97"
"Apr 18, 2011","2,735.38"
"Apr 15, 2011","2,764.65"
"Apr 14, 2011","2,760.22"
"Apr 13, 2011","2,761.52"
"Apr 12, 2011","2,744.79"
"Apr 11, 2011","2,771.51"
"Apr 08, 2011","2,780.41"
"Apr 07, 2011","2,796.14"
"Apr 06, 2011","2,799.82"
"Apr 05, 2011","2,791.19"
"Apr 04, 2011","2,789.19"
"Apr 01, 2011","2,789.60"
"Mar 31, 2011","2,781.07"
"Mar 30, 2011","2,776.79"
"Mar 29, 2011","2,756.89"
"Mar 28, 2011","2,730.68"
"Mar 25, 2011","2,743.06"
"Mar 24, 2011","2,736.42"
"Mar 23, 2011","2,698.30"
"Mar 22, 2011","2,683.87"
"Mar 21, 2011","2,692.09"
"Mar 18, 2011","2,643.67"
"Mar 17, 2011","2,636.05"
"Mar 16, 2011","2,616.82"
"Mar 15, 2011","2,667.33"
"Mar 14, 2011","2,700.97"
"Mar 11, 2011","2,715.61"
"Mar 10, 2011","2,701.02"
"Mar 09, 2011","2,751.72"
"Mar 08, 2011","2,765.77"
"Mar 07, 2011","2,745.63"
"Mar 04, 2011","2,784.67"
"Mar 03, 2011","2,798.74"
"Mar 02, 2011","2,748.07"
"Mar 01, 2011","2,737.41"
"Feb 28, 2011","2,782.27"
"Feb 25, 2011","2,781.05"
"Feb 24, 2011","2,737.90"
"Feb 23, 2011","2,722.99"
"Feb 22, 2011","2,756.42"
"Feb 18, 2011","2,833.95"
"Feb 17, 2011","2,831.58"
"Feb 16, 2011","2,825.56"
"Feb 15, 2011","2,804.35"
"Feb 14, 2011","2,817.18"
"Feb 11, 2011","2,809.44"
"Feb 10, 2011","2,790.45"
"Feb 09, 2011","2,789.07"
"Feb 08, 2011","2,797.05"
"Feb 07, 2011","2,783.99"
"Feb 04, 2011","2,769.30"
"Feb 03, 2011","2,753.88"
"Feb 02, 2011","2,749.56"
"Feb 01, 2011","2,751.19"
"Jan 31, 2011","2,700.08"
"Jan 28, 2011","2,686.89"
"Jan 27, 2011","2,755.28"
"Jan 26, 2011","2,739.50"
"Jan 25, 2011","2,719.25"
"Jan 24, 2011","2,717.55"
"Jan 21, 2011","2,689.54"
"Jan 20, 2011","2,704.29"
"Jan 19, 2011","2,725.36"
"Jan 18, 2011","2,765.85"
"Jan 14, 2011","2,755.30"
"Jan 13, 2011","2,735.29"
"Jan 12, 2011","2,737.33"
"Jan 11, 2011","2,716.83"
"Jan 10, 2011","2,707.80"
"Jan 07, 2011","2,703.17"
"Jan 06, 2011","2,709.89"
"Jan 05, 2011","2,702.20"
"Jan 04, 2011","2,681.25"
"Jan 03, 2011","2,691.52"
"Dec 31, 2010","2,652.87"
"Dec 30, 2010","2,662.98"
"Dec 29, 2010","2,666.93"
"Dec 28, 2010","2,662.88"
"Dec 27, 2010","2,667.27"
"Dec 23, 2010","2,665.60"
"Dec 22, 2010","2,671.48"
"Dec 21, 2010","2,667.61"
"Dec 20, 2010","2,649.56"
"Dec 17, 2010","2,642.97"
"Dec 16, 2010","2,637.31"
"Dec 15, 2010","2,617.22"
"Dec 14, 2010","2,627.72"
"Dec 13, 2010","2,624.91"
"Dec 10, 2010","2,637.54"
"Dec 09, 2010","2,616.67"
"Dec 08, 2010","2,609.16"
"Dec 07, 2010","2,598.49"
"Dec 06, 2010","2,594.92"
"Dec 03, 2010","2,591.46"
"Dec 02, 2010","2,579.35"
"Dec 01, 2010","2,549.43"
"Nov 30, 2010","2,498.23"
"Nov 29, 2010","2,525.22"
"Nov 26, 2010","2,534.56"
"Nov 24, 2010","2,543.12"
"Nov 23, 2010","2,494.95"
"Nov 22, 2010","2,532.02"
"Nov 19, 2010","2,518.12"
"Nov 18, 2010","2,514.40"
"Nov 17, 2010","2,476.01"
"Nov 16, 2010","2,469.84"
"Nov 15, 2010","2,513.82"
"Nov 12, 2010","2,518.21"
"Nov 11, 2010","2,555.52"
"Nov 10, 2010","2,578.78"
"Nov 09, 2010","2,562.98"
"Nov 08, 2010","2,580.05"
"Nov 05, 2010","2,578.98"
"Nov 04, 2010","2,577.34"
"Nov 03, 2010","2,540.27"
"Nov 02, 2010","2,533.52"
"Nov 01, 2010","2,504.84"
"Oct 29, 2010","2,507.41"
"Oct 28, 2010","2,507.37"
"Oct 27, 2010","2,503.26"
"Oct 26, 2010","2,497.29"
"Oct 25, 2010","2,490.85"
"Oct 22, 2010","2,479.39"
"Oct 21, 2010","2,459.67"
"Oct 20, 2010","2,457.39"
"Oct 19, 2010","2,436.95"
"Oct 18, 2010","2,480.66"
"Oct 15, 2010","2,468.77"
"Oct 14, 2010","2,435.38"
"Oct 13, 2010","2,441.23"
"Oct 12, 2010","2,417.92"
"Oct 11, 2010","2,402.33"
"Oct 08, 2010","2,401.91"
"Oct 07, 2010","2,383.67"
"Oct 06, 2010","2,380.66"
"Oct 05, 2010","2,399.83"
"Oct 04, 2010","2,344.52"
"Oct 01, 2010","2,370.75"
"Sep 30, 2010","2,368.62"
"Sep 29, 2010","2,376.56"
"Sep 28, 2010","2,379.59"
"Sep 27, 2010","2,369.77"
"Sep 24, 2010","2,381.22"
"Sep 23, 2010","2,327.08"
"Sep 22, 2010","2,334.55"
"Sep 21, 2010","2,349.35"
"Sep 20, 2010","2,355.83"
"Sep 17, 2010","2,315.61"
"Sep 16, 2010","2,303.25"
"Sep 15, 2010","2,301.32"
"Sep 14, 2010","2,289.77"
"Sep 13, 2010","2,285.71"
"Sep 10, 2010","2,242.48"
"Sep 09, 2010","2,236.20"
"Sep 08, 2010","2,228.87"
"Sep 07, 2010","2,208.89"
"Sep 03, 2010","2,233.75"
"Sep 02, 2010","2,200.01"
"Sep 01, 2010","2,176.84"
"Aug 31, 2010","2,114.03"
"Aug 30, 2010","2,119.97"
"Aug 27, 2010","2,153.63"
"Aug 26, 2010","2,118.69"
"Aug 25, 2010","2,141.54"
"Aug 24, 2010","2,123.76"
"Aug 23, 2010","2,159.63"
"Aug 20, 2010","2,179.76"
"Aug 19, 2010","2,178.95"
"Aug 18, 2010","2,215.70"
"Aug 17, 2010","2,209.44"
"Aug 16, 2010","2,181.87"
"Aug 13, 2010","2,173.48"
"Aug 12, 2010","2,190.27"
"Aug 11, 2010","2,208.63"
"Aug 10, 2010","2,277.17"
"Aug 09, 2010","2,305.69"
"Aug 06, 2010","2,288.47"
"Aug 05, 2010","2,293.06"
"Aug 04, 2010","2,303.57"
"Aug 03, 2010","2,283.52"
"Aug 02, 2010","2,295.36"
"Jul 30, 2010","2,254.70"
"Jul 29, 2010","2,251.69"
"Jul 28, 2010","2,264.56"
"Jul 27, 2010","2,288.25"
"Jul 26, 2010","2,296.43"
"Jul 23, 2010","2,269.47"
"Jul 22, 2010","2,245.89"
"Jul 21, 2010","2,187.33"
"Jul 20, 2010","2,222.49"
"Jul 19, 2010","2,198.23"
"Jul 16, 2010","2,179.05"
"Jul 15, 2010","2,249.08"
"Jul 14, 2010","2,249.84"
"Jul 13, 2010","2,242.03"
"Jul 12, 2010","2,198.36"
"Jul 09, 2010","2,196.45"
"Jul 08, 2010","2,175.40"
"Jul 07, 2010","2,159.47"
"Jul 06, 2010","2,093.88"
"Jul 02, 2010","2,091.79"
"Jul 01, 2010","2,101.36"
"Jun 30, 2010","2,109.24"
"Jun 29, 2010","2,135.18"
"Jun 28, 2010","2,220.65"
"Jun 25, 2010","2,223.48"
"Jun 24, 2010","2,217.42"
"Jun 23, 2010","2,254.23"
"Jun 22, 2010","2,261.80"
"Jun 21, 2010","2,289.09"
"Jun 18, 2010","2,309.80"
"Jun 17, 2010","2,307.16"
"Jun 16, 2010","2,305.93"
"Jun 15, 2010","2,305.88"
"Jun 14, 2010","2,243.96"
"Jun 11, 2010","2,243.60"
"Jun 10, 2010","2,218.71"
"Jun 09, 2010","2,158.85"
"Jun 08, 2010","2,170.57"
"Jun 07, 2010","2,173.90"
"Jun 04, 2010","2,219.17"
"Jun 03, 2010","2,303.03"
"Jun 02, 2010","2,281.07"
"Jun 01, 2010","2,222.33"
"May 28, 2010","2,257.04"
"May 27, 2010","2,277.68"
"May 26, 2010","2,195.88"
"May 25, 2010","2,210.95"
"May 24, 2010","2,213.55"
"May 21, 2010","2,229.04"
"May 20, 2010","2,204.01"
"May 19, 2010","2,298.37"
"May 18, 2010","2,317.26"
"May 17, 2010","2,354.23"
"May 14, 2010","2,346.85"
"May 13, 2010","2,394.36"
"May 12, 2010","2,425.02"
"May 11, 2010","2,375.31"
"May 10, 2010","2,374.67"
