Date,DI
"Mar 20, 2008",73.23
"Mar 19, 2008",72.04
"Mar 18, 2008",72.04
"Mar 17, 2008",71.304
"Mar 14, 2008",71.675
"Mar 13, 2008",72.08
"Mar 12, 2008",72.43
"Mar 11, 2008",73.29
"Mar 10, 2008",73.02
"Mar 07, 2008",73.045
"Mar 06, 2008",73.04
"Mar 05, 2008",73.49
"Mar 04, 2008",73.695
"Mar 03, 2008",73.735
"Feb 29, 2008",73.75
"Feb 28, 2008",73.775
"Feb 27, 2008",74.265
"Feb 26, 2008",74.79
"Feb 25, 2008",75.585
"Feb 22, 2008",75.575
"Feb 21, 2008",75.65
"Feb 20, 2008",76.22
"Feb 19, 2008",76.075
"Feb 18, 2008",76.38
"Feb 15, 2008",76.21
"Feb 14, 2008",76.24
"Feb 13, 2008",76.53
"Feb 12, 2008",76.45
"Feb 11, 2008",76.735
"Feb 08, 2008",76.82
"Feb 07, 2008",77.12
"Feb 06, 2008",76.3
"Feb 05, 2008",76.285
"Feb 04, 2008",75.47
"Feb 01, 2008",75.565
"Jan 31, 2008",75.285
"Jan 30, 2008",75.14
"Jan 29, 2008",75.665
"Jan 28, 2008",75.7
"Jan 25, 2008",76.115
"Jan 24, 2008",75.87
"Jan 23, 2008",76.575
"Jan 22, 2008",76.54
"Jan 21, 2008",76.98
"Jan 18, 2008",76.5
"Jan 17, 2008",76.3
"Jan 16, 2008",76.36
"Jan 15, 2008",75.66
"Jan 14, 2008",75.7
"Jan 11, 2008",76.04
"Jan 10, 2008",76
"Jan 09, 2008",76.46
"Jan 08, 2008",76.12
"Jan 07, 2008",76.2
"Jan 04, 2008",75.82
"Jan 03, 2008",75.92
"Jan 02, 2008",76.01
"Dec 31, 2007",76.7
"Dec 28, 2007",76.235
"Dec 27, 2007",76.6
"Dec 26, 2007",77.18
"Dec 24, 2007",77.56
"Dec 21, 2007",77.74
"Dec 20, 2007",77.81
"Dec 19, 2007",77.62
"Dec 18, 2007",77.43
"Dec 17, 2007",77.465
"Dec 14, 2007",77.44
"Dec 13, 2007",76.585
"Dec 12, 2007",76.16
"Dec 11, 2007",76.26
"Dec 10, 2007",76.1
"Dec 07, 2007",76.34
"Dec 06, 2007",76.42
"Dec 05, 2007",76.45
"Dec 04, 2007",75.725
"Dec 03, 2007",75.93
"Nov 30, 2007",76.17
"Nov 29, 2007",75.62
"Nov 28, 2007",75.105
"Nov 27, 2007",75.08
"Nov 26, 2007",74.86
"Nov 23, 2007",74.86
"Nov 21, 2007",75.09
"Nov 20, 2007",75.21
"Nov 19, 2007",75.8
"Nov 16, 2007",75.84
"Nov 15, 2007",76.07
"Nov 14, 2007",75.81
"Nov 13, 2007",75.9
"Nov 12, 2007",75.915
"Nov 09, 2007",75.39
"Nov 08, 2007",75.455
"Nov 07, 2007",75.41
"Nov 06, 2007",76.03
"Nov 05, 2007",76.39
"Nov 02, 2007",76.3
"Nov 01, 2007",76.56
"Oct 31, 2007",76.46
"Oct 30, 2007",76.73
"Oct 29, 2007",76.79
"Oct 26, 2007",76.98
"Oct 25, 2007",77.23
"Oct 24, 2007",77.53
"Oct 23, 2007",77.525
"Oct 22, 2007",78.025
"Oct 19, 2007",77.37
"Oct 18, 2007",77.52
"Oct 17, 2007",78.04
"Oct 16, 2007",78.19
"Oct 15, 2007",78.025
"Oct 12, 2007",78.16
"Oct 11, 2007",78
"Oct 10, 2007",78.3
"Oct 09, 2007",78.41
"Oct 08, 2007",78.55
"Oct 05, 2007",78.235
"Oct 04, 2007",78.38
"Oct 03, 2007",78.46
"Oct 02, 2007",78.2
"Oct 01, 2007",77.81
"Sep 28, 2007",77.625
"Sep 27, 2007",78.245
"Sep 26, 2007",78.4
"Sep 25, 2007",78.195
"Sep 24, 2007",78.42
"Sep 21, 2007",78.48
"Sep 20, 2007",78.48
"Sep 19, 2007",79.19
"Sep 18, 2007",79.06
"Sep 17, 2007",79.652
"Sep 14, 2007",79.62
"Sep 13, 2007",79.48
"Sep 12, 2007",79.34
"Sep 11, 2007",79.67
"Sep 10, 2007",79.81
"Sep 07, 2007",79.91
"Sep 06, 2007",80.45
"Sep 05, 2007",80.57
"Sep 04, 2007",80.85
"Aug 31, 2007",80.745
"Aug 30, 2007",80.76
"Aug 29, 2007",80.64
"Aug 28, 2007",80.72
"Aug 27, 2007",80.71
"Aug 24, 2007",80.61
"Aug 23, 2007",81.11
"Aug 22, 2007",81.22
"Aug 21, 2007",81.47
"Aug 20, 2007",81.38
"Aug 17, 2007",81.36
"Aug 16, 2007",81.72
"Aug 15, 2007",81.76
"Aug 14, 2007",81.43
"Aug 13, 2007",80.97
"Aug 10, 2007",80.595
"Aug 09, 2007",80.66
"Aug 08, 2007",80.225
"Aug 07, 2007",80.37
"Aug 06, 2007",80.14
"Aug 03, 2007",80.06
"Aug 02, 2007",80.605
"Aug 01, 2007",80.75
"Jul 31, 2007",80.66
"Jul 30, 2007",80.72
"Jul 27, 2007",80.81
"Jul 26, 2007",80.3
"Jul 25, 2007",80.52
"Jul 24, 2007",79.93
"Jul 23, 2007",80.22
"Jul 20, 2007",80.15
"Jul 19, 2007",80.27
"Jul 18, 2007",80.25
"Jul 17, 2007",80.37
"Jul 16, 2007",80.34
"Jul 13, 2007",80.39
"Jul 12, 2007",80.45
"Jul 11, 2007",80.525
"Jul 10, 2007",80.65
"Jul 09, 2007",81.21
"Jul 06, 2007",81.26
"Jul 05, 2007",81.31
"Jul 04, 2007",81.23
"Jul 03, 2007",81.2
"Jul 02, 2007",81.17
"Jun 29, 2007",81.69
"Jun 28, 2007",82.1
"Jun 27, 2007",82.06
"Jun 26, 2007",82.05
"Jun 25, 2007",82.11
"Jun 22, 2007",82.11
"Jun 21, 2007",82.49
"Jun 20, 2007",82.27
"Jun 19, 2007",82.31
"Jun 18, 2007",82.784
"Jun 15, 2007",82.86
"Jun 14, 2007",83.15
"Jun 13, 2007",83.01
"Jun 12, 2007",82.89
"Jun 11, 2007",82.71
"Jun 08, 2007",82.69
"Jun 07, 2007",82.29
"Jun 06, 2007",81.84
"Jun 05, 2007",81.86
"Jun 04, 2007",82
"Jun 01, 2007",82.29
"May 31, 2007",82.25
"May 30, 2007",82.35
"May 29, 2007",82.24
"May 25, 2007",82.27
"May 24, 2007",82.34
"May 23, 2007",82.22
"May 22, 2007",82.31
"May 21, 2007",82.26
"May 18, 2007",82.11
"May 17, 2007",82.23
"May 16, 2007",82.05
"May 15, 2007",81.66
"May 14, 2007",81.97
"May 11, 2007",82.02
"May 10, 2007",82.18
"May 09, 2007",81.89
"May 08, 2007",81.81
"May 07, 2007",81.54
"May 04, 2007",81.62
"May 03, 2007",81.82
"May 02, 2007",81.59
"May 01, 2007",81.43
"Apr 30, 2007",81.3
"Apr 27, 2007",81.35
"Apr 26, 2007",81.57
"Apr 25, 2007",81.25
"Apr 24, 2007",81.36
"Apr 23, 2007",81.55
"Apr 20, 2007",81.45
"Apr 19, 2007",81.47
"Apr 18, 2007",81.52
"Apr 17, 2007",81.63
"Apr 16, 2007",81.87
"Apr 13, 2007",81.925
"Apr 12, 2007",82.16
"Apr 11, 2007",82.44
"Apr 10, 2007",82.48
"Apr 09, 2007",82.885
"Apr 06, 2007",82.76
"Apr 05, 2007",82.45
"Apr 04, 2007",82.71
"Apr 03, 2007",82.91
"Apr 02, 2007",82.62
"Mar 30, 2007",82.66
"Mar 29, 2007",82.81
"Mar 28, 2007",82.76
"Mar 27, 2007",82.72
"Mar 26, 2007",82.8
"Mar 23, 2007",83
"Mar 22, 2007",82.81
"Mar 21, 2007",82.49
"Mar 20, 2007",82.81
"Mar 19, 2007",83.298
"Mar 16, 2007",83.23
"Mar 15, 2007",83.66
"Mar 14, 2007",83.58
"Mar 13, 2007",83.72
"Mar 12, 2007",83.85
"Mar 09, 2007",84.21
"Mar 08, 2007",84.06
"Mar 07, 2007",83.73
"Mar 06, 2007",84.01
"Mar 05, 2007",84.11
"Mar 02, 2007",83.64
"Mar 01, 2007",83.59
"Feb 28, 2007",83.5
"Feb 27, 2007",83.38
"Feb 26, 2007",83.84
"Feb 23, 2007",83.99
"Feb 22, 2007",84.22
"Feb 21, 2007",84.11
"Feb 20, 2007",84.08
"Feb 16, 2007",83.99
"Feb 15, 2007",83.91
"Feb 14, 2007",84.06
"Feb 13, 2007",84.59
"Feb 12, 2007",85
"Feb 09, 2007",84.75
"Feb 08, 2007",84.54
"Feb 07, 2007",84.61
"Feb 06, 2007",84.64
"Feb 05, 2007",84.92
"Feb 02, 2007",84.79
"Feb 01, 2007",84.46
"Jan 31, 2007",84.43
"Jan 30, 2007",84.86
"Jan 29, 2007",84.94
"Jan 26, 2007",85.11
"Jan 25, 2007",84.95
"Jan 24, 2007",84.74
"Jan 23, 2007",84.48
"Jan 22, 2007",84.84
"Jan 19, 2007",84.68
"Jan 18, 2007",84.73
"Jan 17, 2007",84.76
"Jan 16, 2007",84.85
"Jan 12, 2007",84.82
"Jan 11, 2007",85.09
"Jan 10, 2007",84.85
"Jan 09, 2007",84.52
"Jan 08, 2007",84.37
"Jan 05, 2007",84.4
"Jan 04, 2007",84.09
"Jan 03, 2007",83.68
"Jan 02, 2007",82.97
"Dec 29, 2006",83.43
"Dec 28, 2006",83.56
"Dec 27, 2006",83.69
"Dec 26, 2006",83.82
"Dec 22, 2006",83.67
"Dec 21, 2006",83.26
"Dec 20, 2006",83.25
"Dec 19, 2006",83.16
"Dec 18, 2006",84.19
"Dec 15, 2006",84.07
"Dec 14, 2006",83.67
"Dec 13, 2006",83.38
"Dec 12, 2006",82.96
"Dec 11, 2006",83.09
"Dec 08, 2006",83.3
"Dec 07, 2006",82.77
"Dec 06, 2006",82.73
"Dec 05, 2006",82.4
"Dec 04, 2006",82.42
"Dec 01, 2006",82.42
"Nov 30, 2006",82.85
"Nov 29, 2006",83.35
"Nov 28, 2006",83.11
"Nov 27, 2006",83.41
"Nov 22, 2006",84.53
"Nov 21, 2006",85.12
"Nov 20, 2006",85.28
"Nov 17, 2006",85.29
"Nov 16, 2006",85.38
"Nov 15, 2006",85.21
"Nov 14, 2006",85.08
"Nov 13, 2006",85.19
"Nov 10, 2006",84.88
"Nov 09, 2006",85.03
"Nov 08, 2006",85.24
"Nov 07, 2006",85.24
"Nov 06, 2006",85.56
"Nov 03, 2006",85.54
"Nov 02, 2006",85.18
"Nov 01, 2006",85.1
"Oct 31, 2006",85.11
"Oct 30, 2006",85.38
"Oct 27, 2006",85.34
"Oct 26, 2006",85.71
"Oct 25, 2006",86.18
"Oct 24, 2006",86.42
"Oct 23, 2006",86.5
"Oct 20, 2006",86.06
"Oct 19, 2006",86.02
"Oct 18, 2006",86.67
"Oct 17, 2006",86.64
"Oct 16, 2006",86.77
"Oct 13, 2006",86.87
"Oct 12, 2006",86.71
"Oct 11, 2006",86.89
"Oct 10, 2006",86.77
"Oct 09, 2006",86.25
"Oct 06, 2006",86.2
"Oct 05, 2006",85.66
"Oct 04, 2006",85.56
"Oct 03, 2006",85.43
"Oct 02, 2006",85.28
"Sep 29, 2006",85.68
"Sep 28, 2006",85.42
"Sep 27, 2006",85.32
"Sep 26, 2006",85.32
"Sep 25, 2006",84.96
"Sep 22, 2006",84.87
"Sep 21, 2006",84.83
"Sep 20, 2006",85.44
"Sep 19, 2006",85.61
"Sep 18, 2006",85.925
"Sep 15, 2006",86.01
"Sep 14, 2006",85.66
"Sep 13, 2006",85.83
"Sep 12, 2006",85.91
"Sep 11, 2006",85.85
"Sep 08, 2006",85.96
"Sep 07, 2006",85.48
"Sep 06, 2006",85.04
"Sep 05, 2006",84.97
"Sep 01, 2006",84.89
"Aug 31, 2006",85.02
"Aug 30, 2006",84.9
"Aug 29, 2006",84.81
"Aug 28, 2006",85.16
"Aug 25, 2006",85.3
"Aug 24, 2006",85.17
"Aug 23, 2006",84.97
"Aug 22, 2006",85.08
"Aug 21, 2006",84.53
"Aug 18, 2006",84.98
"Aug 17, 2006",84.93
"Aug 16, 2006",84.77
"Aug 15, 2006",85.05
"Aug 14, 2006",85.47
"Aug 11, 2006",85.39
"Aug 10, 2006",84.95
"Aug 09, 2006",84.5
"Aug 08, 2006",84.48
"Aug 07, 2006",84.53
"Aug 04, 2006",84.38
"Aug 03, 2006",84.8
"Aug 02, 2006",84.83
"Aug 01, 2006",84.82
"Jul 31, 2006",85.09
"Jul 28, 2006",85.19
"Jul 27, 2006",85.63
"Jul 26, 2006",85.66
"Jul 25, 2006",86.41
"Jul 24, 2006",86.08
"Jul 21, 2006",85.67
"Jul 20, 2006",85.94
"Jul 19, 2006",86.18
"Jul 18, 2006",86.73
"Jul 17, 2006",86.68
"Jul 14, 2006",85.78
"Jul 13, 2006",85.51
"Jul 12, 2006",85.6
"Jul 11, 2006",85.03
"Jul 10, 2006",85.16
"Jul 07, 2006",84.64
"Jul 06, 2006",85.03
"Jul 05, 2006",85.25
"Jul 03, 2006",84.85
"Jun 30, 2006",84.9
"Jun 29, 2006",85.5
"Jun 28, 2006",86.27
"Jun 27, 2006",86.1
"Jun 26, 2006",86.1
"Jun 23, 2006",86.45
"Jun 22, 2006",86.01
"Jun 21, 2006",85.34
"Jun 20, 2006",85.76
"Jun 19, 2006",86.453
"Jun 16, 2006",85.94
"Jun 15, 2006",86.06
"Jun 14, 2006",86.15
"Jun 13, 2006",86.44
"Jun 12, 2006",85.82
"Jun 09, 2006",85.71
"Jun 08, 2006",85.89
"Jun 07, 2006",84.95
"Jun 06, 2006",84.68
"Jun 05, 2006",84.08
"Jun 02, 2006",84
"Jun 01, 2006",84.74
"May 31, 2006",84.65
"May 30, 2006",84.18
"May 26, 2006",85.19
"May 25, 2006",84.59
"May 24, 2006",84.87
"May 23, 2006",84.23
"May 22, 2006",84.23
"May 19, 2006",84.73
"May 18, 2006",84.41
"May 17, 2006",84.71
"May 16, 2006",84.01
"May 15, 2006",84.39
"May 12, 2006",83.83
"May 11, 2006",84.07
"May 10, 2006",84.31
"May 09, 2006",84.63
"May 08, 2006",85.06
"May 05, 2006",84.92
"May 04, 2006",85.15
"May 03, 2006",85.63
"May 02, 2006",85.56
"May 01, 2006",85.78
"Apr 28, 2006",85.88
"Apr 27, 2006",86.4
"Apr 26, 2006",86.99
"Apr 25, 2006",87.09
"Apr 24, 2006",87.21
"Apr 21, 2006",87.77
"Apr 20, 2006",87.96
"Apr 19, 2006",87.5
"Apr 18, 2006",87.94
"Apr 17, 2006",88.36
"Apr 13, 2006",89.37
"Apr 12, 2006",89.31
"Apr 11, 2006",89.15
"Apr 10, 2006",89.43
"Apr 07, 2006",89.31
"Apr 06, 2006",88.63
"Apr 05, 2006",88.3
"Apr 04, 2006",88.52
"Apr 03, 2006",89.3
"Mar 31, 2006",89.39
"Mar 30, 2006",89.06
"Mar 29, 2006",89.9
"Mar 28, 2006",89.92
"Mar 27, 2006",89.69
"Mar 24, 2006",89.69
"Mar 23, 2006",90.12
"Mar 22, 2006",89.35
"Mar 21, 2006",89.26
"Mar 20, 2006",88.76
"Mar 17, 2006",88.53
"Mar 16, 2006",88.66
"Mar 15, 2006",89.27
"Mar 14, 2006",89.57
"Mar 13, 2006",90.792
"Mar 10, 2006",90.88
"Mar 09, 2006",90.78
"Mar 08, 2006",90.63
"Mar 07, 2006",90.79
"Mar 06, 2006",89.88
"Mar 03, 2006",89.63
"Mar 02, 2006",89.5
"Mar 01, 2006",90.18
"Feb 28, 2006",90.08
"Feb 27, 2006",90.6
"Feb 24, 2006",90.58
"Feb 23, 2006",90.35
"Feb 22, 2006",90.62
"Feb 21, 2006",90.46
"Feb 17, 2006",90.56
"Feb 16, 2006",90.62
"Feb 15, 2006",90.65
"Feb 14, 2006",90.44
"Feb 13, 2006",90.43
"Feb 10, 2006",90.47
"Feb 09, 2006",90.18
"Feb 08, 2006",90.32
"Feb 07, 2006",90.13
"Feb 06, 2006",90.18
"Feb 03, 2006",89.74
"Feb 02, 2006",89.25
"Feb 01, 2006",89.37
"Jan 31, 2006",88.81
"Jan 30, 2006",89.28
"Jan 27, 2006",89.19
"Jan 26, 2006",88.46
"Jan 25, 2006",88.16
"Jan 24, 2006",87.88
"Jan 23, 2006",87.77
"Jan 20, 2006",88.78
"Jan 19, 2006",89.21
"Jan 18, 2006",89.08
"Jan 17, 2006",89.08
"Jan 13, 2006",88.66
"Jan 12, 2006",89.23
"Jan 11, 2006",88.75
"Jan 10, 2006",89.07
"Jan 09, 2006",89
"Jan 06, 2006",88.62
"Jan 05, 2006",89.08
"Jan 04, 2006",88.91
"Jan 03, 2006",89.57
"Dec 30, 2005",90.96
"Dec 29, 2005",90.85
"Dec 28, 2005",91.05
"Dec 27, 2005",90.92
"Dec 23, 2005",90.55
"Dec 22, 2005",90.46
"Dec 21, 2005",90.69
"Dec 20, 2005",90.51
"Dec 19, 2005",89.864
"Dec 16, 2005",89.67
"Dec 15, 2005",90.03
"Dec 14, 2005",89.78
"Dec 13, 2005",90.34
"Dec 12, 2005",90.31
"Dec 09, 2005",91.21
"Dec 08, 2005",91.22
"Dec 07, 2005",91.86
"Dec 06, 2005",91.39
"Dec 05, 2005",91.45
"Dec 02, 2005",91.88
"Dec 01, 2005",91.77
"Nov 30, 2005",91.51
"Nov 29, 2005",91.59
"Nov 28, 2005",90.9
"Nov 25, 2005",91.98
"Nov 24, 2005",91.44
"Nov 23, 2005",91.43
"Nov 22, 2005",91.4
"Nov 21, 2005",91.94
"Nov 18, 2005",91.87
"Nov 17, 2005",91.81
"Nov 16, 2005",92.26
"Nov 15, 2005",91.98
"Nov 14, 2005",92.04
"Nov 11, 2005",91.89
"Nov 10, 2005",91.96
"Nov 09, 2005",91.39
"Nov 08, 2005",91.24
"Nov 07, 2005",91.17
"Nov 04, 2005",91.16
"Nov 03, 2005",90.34
"Nov 02, 2005",89.57
"Nov 01, 2005",89.92
"Oct 31, 2005",89.93
"Oct 28, 2005",89.46
"Oct 27, 2005",88.92
"Oct 26, 2005",89.31
"Oct 25, 2005",89.04
"Oct 24, 2005",89.95
"Oct 21, 2005",90.18
"Oct 20, 2005",89.76
"Oct 19, 2005",89.8
"Oct 18, 2005",90.1
"Oct 17, 2005",89.63
"Oct 14, 2005",89.18
"Oct 13, 2005",89.61
"Oct 12, 2005",89.45
"Oct 11, 2005",89.79
"Oct 10, 2005",89.23
"Oct 07, 2005",88.95
"Oct 06, 2005",88.47
"Oct 05, 2005",89.76
"Oct 04, 2005",89.9
"Oct 03, 2005",89.93
"Sep 30, 2005",89.35
"Sep 29, 2005",89.22
"Sep 28, 2005",89.28
"Sep 27, 2005",89.39
"Sep 26, 2005",88.9
"Sep 23, 2005",88.98
"Sep 22, 2005",88.36
"Sep 21, 2005",87.89
"Sep 20, 2005",88.38
"Sep 19, 2005",88.22
"Sep 16, 2005",88.04
"Sep 15, 2005",88.12
"Sep 14, 2005",87.69
"Sep 13, 2005",87.76
"Sep 12, 2005",87.7
"Sep 09, 2005",86.89
"Sep 08, 2005",87
"Sep 07, 2005",86.92
"Sep 06, 2005",86.54
"Sep 05, 2005",86.15
"Sep 02, 2005",86.25
"Sep 01, 2005",86.48
"Aug 31, 2005",87.54
"Aug 30, 2005",88.32
"Aug 29, 2005",88.18
"Aug 26, 2005",87.83
"Aug 25, 2005",87.56
"Aug 24, 2005",87.82
"Aug 23, 2005",88.01
"Aug 22, 2005",88.06
"Aug 19, 2005",88.49
"Aug 18, 2005",88.54
"Aug 17, 2005",87.93
"Aug 16, 2005",87.35
"Aug 15, 2005",87.22
"Aug 12, 2005",86.83
"Aug 11, 2005",86.98
"Aug 10, 2005",87.57
"Aug 09, 2005",87.8
"Aug 08, 2005",87.82
"Aug 05, 2005",87.95
"Aug 04, 2005",87.7
"Aug 03, 2005",87.85
"Aug 02, 2005",88.64
"Aug 01, 2005",88.7
"Jul 29, 2005",89.23
"Jul 28, 2005",89.23
"Jul 27, 2005",89.61
"Jul 26, 2005",89.92
"Jul 25, 2005",89.5
"Jul 22, 2005",89.52
"Jul 21, 2005",88.84
"Jul 20, 2005",89.2
"Jul 19, 2005",89.74
"Jul 18, 2005",89.52
"Jul 15, 2005",89.62
"Jul 14, 2005",89.27
"Jul 13, 2005",89.17
"Jul 12, 2005",88.28
"Jul 11, 2005",89.33
"Jul 08, 2005",90.15
"Jul 07, 2005",90.2
"Jul 06, 2005",90.25
"Jul 05, 2005",90.33
"Jul 04, 2005",90.32
"Jul 01, 2005",90
"Jun 30, 2005",88.98
"Jun 29, 2005",88.97
"Jun 28, 2005",88.84
"Jun 27, 2005",88.29
"Jun 24, 2005",88.7
"Jun 23, 2005",89.02
"Jun 22, 2005",88.44
"Jun 21, 2005",88.04
"Jun 20, 2005",88.36
"Jun 17, 2005",87.56
"Jun 16, 2005",88.62
"Jun 15, 2005",88.55
"Jun 14, 2005",89.16
"Jun 13, 2005",89.26
"Jun 10, 2005",88.72
"Jun 09, 2005",88.05
"Jun 08, 2005",87.9
"Jun 07, 2005",87.48
"Jun 06, 2005",87.6
"Jun 03, 2005",88.04
"Jun 02, 2005",87.74
"Jun 01, 2005",88.14
"May 31, 2005",87.8
"May 27, 2005",86.41
"May 26, 2005",86.87
"May 25, 2005",86.35
"May 24, 2005",86.39
"May 23, 2005",86.37
"May 20, 2005",86.67
"May 19, 2005",86.1
"May 18, 2005",85.81
"May 17, 2005",86.2
"May 16, 2005",86.12
"May 13, 2005",86.1
"May 12, 2005",85.52
"May 11, 2005",84.95
"May 10, 2005",84.45
"May 09, 2005",84.6
"May 06, 2005",84.62
"May 05, 2005",83.94
"May 04, 2005",83.95
"May 03, 2005",84.46
"May 02, 2005",84.45
"Apr 29, 2005",84.42
"Apr 28, 2005",84.36
"Apr 27, 2005",84.1
"Apr 26, 2005",83.94
"Apr 25, 2005",83.79
"Apr 22, 2005",83.45
"Apr 21, 2005",83.71
"Apr 20, 2005",83.48
"Apr 19, 2005",83.71
"Apr 18, 2005",83.97
"Apr 15, 2005",84.5
"Apr 14, 2005",84.99
"Apr 13, 2005",84.4
"Apr 12, 2005",84.4
"Apr 11, 2005",84.12
"Apr 08, 2005",84.41
"Apr 07, 2005",84.88
"Apr 06, 2005",84.68
"Apr 05, 2005",84.6
"Apr 04, 2005",84.78
"Apr 01, 2005",84.4
"Mar 31, 2005",84.05
"Mar 30, 2005",84.25
"Mar 29, 2005",84.3
"Mar 28, 2005",84.61
"Mar 24, 2005",84.11
"Mar 23, 2005",84.01
"Mar 22, 2005",83.35
"Mar 21, 2005",82.84
"Mar 18, 2005",82.1
"Mar 17, 2005",81.81
"Mar 16, 2005",81.58
"Mar 15, 2005",82.13
"Mar 14, 2005",81.84
"Mar 11, 2005",81.42
"Mar 10, 2005",81.55
"Mar 09, 2005",81.62
"Mar 08, 2005",81.97
"Mar 07, 2005",82.78
"Mar 04, 2005",82.53
"Mar 03, 2005",83.31
"Mar 02, 2005",83.1
"Mar 01, 2005",82.76
"Feb 28, 2005",82.51
"Feb 25, 2005",82.65
"Feb 24, 2005",82.89
"Feb 23, 2005",82.67
"Feb 22, 2005",82.41
"Feb 18, 2005",83.52
"Feb 17, 2005",83.48
"Feb 16, 2005",83.72
"Feb 15, 2005",83.6
"Feb 14, 2005",84
"Feb 11, 2005",84.61
"Feb 10, 2005",84.57
"Feb 09, 2005",85.07
"Feb 08, 2005",85.14
"Feb 07, 2005",85.1
"Feb 04, 2005",84.45
"Feb 03, 2005",84.03
"Feb 02, 2005",83.55
"Feb 01, 2005",83.47
"Jan 31, 2005",83.64
"Jan 28, 2005",83.53
"Jan 27, 2005",83.47
"Jan 26, 2005",83.37
"Jan 25, 2005",84.07
"Jan 24, 2005",83.27
"Jan 21, 2005",83.34
"Jan 20, 2005",83.93
"Jan 19, 2005",83.64
"Jan 18, 2005",83.46
"Jan 14, 2005",83.13
"Jan 13, 2005",82.57
"Jan 12, 2005",82.18
"Jan 11, 2005",83.07
"Jan 10, 2005",83.36
"Jan 07, 2005",83.72
"Jan 06, 2005",83.24
"Jan 05, 2005",82.65
"Jan 04, 2005",82.7
"Jan 03, 2005",81.41
