Date,GER10Y
"Aug 01, 2016",-0.096
"Jul 29, 2016",-0.12
"Jul 28, 2016",-0.09
"Jul 27, 2016",-0.078
"Jul 26, 2016",-0.028
"Jul 25, 2016",-0.04
"Jul 22, 2016",-0.029
"Jul 21, 2016",-0.016
"Jul 20, 2016",-0.01
"Jul 19, 2016",-0.025
"Jul 18, 2016",-0.015
"Jul 15, 2016",0.007
"Jul 14, 2016",-0.129
"Jul 13, 2016",-0.142
"Jul 12, 2016",-0.093
"Jul 11, 2016",-0.167
"Jul 08, 2016",-0.184
"Jul 07, 2016",-0.166
"Jul 06, 2016",-0.179
"Jul 05, 2016",-0.181
"Jul 04, 2016",-0.135
"Jul 01, 2016",-0.13
"Jun 30, 2016",-0.127
"Jun 29, 2016",-0.126
"Jun 28, 2016",-0.118
"Jun 27, 2016",-0.109
"Jun 24, 2016",-0.052
"Jun 23, 2016",0.099
"Jun 22, 2016",0.059
"Jun 21, 2016",0.047
"Jun 20, 2016",0.062
"Jun 17, 2016",0.02
"Jun 16, 2016",-0.022
"Jun 15, 2016",-0.014
"Jun 14, 2016",-0.001
"Jun 13, 2016",0.03
"Jun 10, 2016",0.021
"Jun 09, 2016",0.037
"Jun 08, 2016",0.06
"Jun 07, 2016",0.055
"Jun 06, 2016",0.086
"Jun 03, 2016",0.074
"Jun 02, 2016",0.112
"Jun 01, 2016",0.134
"May 31, 2016",0.147
"May 30, 2016",0.167
"May 27, 2016",0.143
"May 26, 2016",0.144
"May 25, 2016",0.152
"May 24, 2016",0.176
"May 23, 2016",0.183
"May 20, 2016",0.171
"May 19, 2016",0.174
"May 18, 2016",0.163
"May 17, 2016",0.132
"May 16, 2016",0.141
"May 13, 2016",0.129
"May 12, 2016",0.154
"May 11, 2016",0.126
"May 10, 2016",0.121
"May 09, 2016",0.131
"May 06, 2016",0.146
"May 05, 2016",0.163
"May 04, 2016",0.204
"May 03, 2016",0.197
"May 02, 2016",0.275
"Apr 29, 2016",0.282
"Apr 28, 2016",0.249
"Apr 27, 2016",0.29
"Apr 26, 2016",0.302
"Apr 25, 2016",0.268
"Apr 22, 2016",0.232
"Apr 21, 2016",0.233
"Apr 20, 2016",0.15
"Apr 19, 2016",0.178
"Apr 18, 2016",0.17
"Apr 15, 2016",0.133
"Apr 14, 2016",0.163
"Apr 13, 2016",0.137
"Apr 12, 2016",0.16
"Apr 11, 2016",0.117
"Apr 08, 2016",0.097
"Apr 07, 2016",0.087
"Apr 06, 2016",0.116
"Apr 05, 2016",0.105
"Apr 04, 2016",0.128
"Apr 01, 2016",0.145
"Mar 31, 2016",0.156
"Mar 30, 2016",0.164
"Mar 29, 2016",0.141
"Mar 24, 2016",0.179
"Mar 23, 2016",0.198
"Mar 22, 2016",0.21
"Mar 21, 2016",0.231
"Mar 18, 2016",0.218
"Mar 17, 2016",0.233
"Mar 16, 2016",0.31
"Mar 15, 2016",0.316
"Mar 14, 2016",0.28
"Mar 11, 2016",0.28
"Mar 10, 2016",0.297
"Mar 09, 2016",0.238
"Mar 08, 2016",0.179
"Mar 07, 2016",0.218
"Mar 04, 2016",0.239
"Mar 03, 2016",0.171
"Mar 02, 2016",0.213
"Mar 01, 2016",0.15
"Feb 29, 2016",0.108
"Feb 27, 2016",0.146
"Feb 26, 2016",0.146
"Feb 25, 2016",0.137
"Feb 24, 2016",0.149
"Feb 23, 2016",0.185
"Feb 22, 2016",0.179
"Feb 19, 2016",0.205
"Feb 18, 2016",0.214
"Feb 17, 2016",0.275
"Feb 16, 2016",0.262
"Feb 15, 2016",0.24
"Feb 14, 2016",0.264
"Feb 12, 2016",0.265
"Feb 11, 2016",0.177
"Feb 10, 2016",0.25
"Feb 09, 2016",0.239
"Feb 08, 2016",0.225
"Feb 05, 2016",0.301
"Feb 04, 2016",0.308
"Feb 03, 2016",0.275
"Feb 02, 2016",0.314
"Feb 01, 2016",0.36
"Jan 29, 2016",0.334
"Jan 28, 2016",0.406
"Jan 27, 2016",0.445
"Jan 26, 2016",0.443
"Jan 25, 2016",0.477
"Jan 22, 2016",0.485
"Jan 21, 2016",0.455
"Jan 20, 2016",0.487
"Jan 19, 2016",0.483
"Jan 18, 2016",0.47
"Jan 17, 2016",0.472
"Jan 15, 2016",0.473
"Jan 14, 2016",0.507
"Jan 13, 2016",0.509
"Jan 12, 2016",0.53
"Jan 11, 2016",0.544
"Jan 10, 2016",0.507
"Jan 08, 2016",0.509
"Jan 07, 2016",0.545
"Jan 06, 2016",0.513
"Jan 05, 2016",0.548
"Jan 04, 2016",0.563
"Jan 03, 2016",0.628
"Jan 01, 2016",0.629
"Dec 31, 2015",0.635
"Dec 30, 2015",0.635
"Dec 29, 2015",0.574
"Dec 28, 2015",0.556
"Dec 27, 2015",0.625
"Dec 24, 2015",0.625
"Dec 23, 2015",0.628
"Dec 22, 2015",0.597
"Dec 21, 2015",0.554
"Dec 20, 2015",0.551
"Dec 18, 2015",0.551
"Dec 17, 2015",0.601
"Dec 16, 2015",0.68
"Dec 15, 2015",0.653
"Dec 14, 2015",0.564
"Dec 11, 2015",0.543
"Dec 10, 2015",0.57
"Dec 09, 2015",0.607
"Dec 08, 2015",0.57
"Dec 07, 2015",0.585
"Dec 06, 2015",0.695
"Dec 04, 2015",0.69
"Dec 03, 2015",0.669
"Dec 02, 2015",0.468
"Dec 01, 2015",0.469
"Nov 30, 2015",0.475
"Nov 27, 2015",0.455
"Nov 26, 2015",0.473
"Nov 25, 2015",0.477
"Nov 24, 2015",0.513
"Nov 23, 2015",0.534
"Nov 22, 2015",0.485
"Nov 20, 2015",0.479
"Nov 19, 2015",0.48
"Nov 18, 2015",0.508
"Nov 17, 2015",0.531
"Nov 16, 2015",0.53
"Nov 15, 2015",0.556
"Nov 14, 2015",0.556
"Nov 13, 2015",0.562
"Nov 12, 2015",0.607
"Nov 11, 2015",0.612
"Nov 10, 2015",0.622
"Nov 09, 2015",0.67
"Nov 08, 2015",0.691
"Nov 06, 2015",0.697
"Nov 05, 2015",0.612
"Nov 04, 2015",0.604
"Nov 03, 2015",0.575
"Nov 02, 2015",0.563
"Nov 01, 2015",0.52
"Oct 31, 2015",0.52
"Oct 30, 2015",0.523
"Oct 29, 2015",0.538
"Oct 28, 2015",0.445
"Oct 27, 2015",0.445
"Oct 26, 2015",0.5
"Oct 25, 2015",0.515
"Oct 23, 2015",0.508
"Oct 22, 2015",0.503
"Oct 21, 2015",0.572
"Oct 20, 2015",0.63
"Oct 19, 2015",0.569
"Oct 18, 2015",0.55
"Oct 17, 2015",0.549
"Oct 16, 2015",0.549
"Oct 15, 2015",0.556
"Oct 14, 2015",0.546
"Oct 13, 2015",0.591
"Oct 12, 2015",0.58
"Oct 11, 2015",0.612
"Oct 09, 2015",0.621
"Oct 08, 2015",0.589
"Oct 07, 2015",0.592
"Oct 06, 2015",0.601
"Oct 05, 2015",0.566
"Oct 03, 2015",0.517
"Oct 02, 2015",0.516
"Oct 01, 2015",0.542
"Sep 30, 2015",0.59
"Sep 29, 2015",0.587
"Sep 28, 2015",0.599
"Sep 27, 2015",0.642
"Sep 25, 2015",0.651
"Sep 24, 2015",0.592
"Sep 23, 2015",0.598
"Sep 22, 2015",0.6
"Sep 21, 2015",0.68
"Sep 18, 2015",0.665
"Sep 17, 2015",0.784
"Sep 16, 2015",0.779
"Sep 15, 2015",0.739
"Sep 14, 2015",0.66
"Sep 11, 2015",0.658
"Sep 10, 2015",0.693
"Sep 09, 2015",0.703
"Sep 08, 2015",0.681
"Sep 07, 2015",0.675
"Sep 04, 2015",0.664
"Sep 03, 2015",0.731
"Sep 02, 2015",0.795
"Sep 01, 2015",0.805
"Aug 31, 2015",0.795
"Aug 28, 2015",0.726
"Aug 27, 2015",0.742
"Aug 26, 2015",0.708
"Aug 25, 2015",0.753
"Aug 24, 2015",0.576
"Aug 21, 2015",0.572
"Aug 20, 2015",0.585
"Aug 19, 2015",0.633
"Aug 18, 2015",0.64
"Aug 17, 2015",0.631
"Aug 14, 2015",0.657
"Aug 13, 2015",0.633
"Aug 12, 2015",0.605
"Aug 11, 2015",0.629
"Aug 10, 2015",0.698
"Aug 07, 2015",0.658
"Aug 06, 2015",0.707
"Aug 05, 2015",0.752
"Aug 04, 2015",0.636
"Aug 03, 2015",0.634
"Jul 31, 2015",0.648
"Jul 30, 2015",0.655
"Jul 29, 2015",0.713
"Jul 28, 2015",0.692
"Jul 27, 2015",0.695
"Jul 24, 2015",0.7
"Jul 23, 2015",0.746
"Jul 22, 2015",0.747
"Jul 21, 2015",0.779
"Jul 20, 2015",0.766
"Jul 18, 2015",0.797
"Jul 17, 2015",0.79
"Jul 16, 2015",0.792
"Jul 15, 2015",0.773
"Jul 14, 2015",0.843
"Jul 13, 2015",0.848
"Jul 10, 2015",0.896
"Jul 09, 2015",0.73
"Jul 08, 2015",0.684
"Jul 07, 2015",0.637
"Jul 06, 2015",0.771
"Jul 03, 2015",0.794
"Jul 02, 2015",0.847
"Jul 01, 2015",0.824
"Jun 30, 2015",0.77
"Jun 29, 2015",0.802
"Jun 27, 2015",0.925
"Jun 26, 2015",0.922
"Jun 25, 2015",0.863
"Jun 24, 2015",0.844
"Jun 23, 2015",0.866
"Jun 22, 2015",0.884
"Jun 19, 2015",0.762
"Jun 18, 2015",0.805
"Jun 17, 2015",0.814
"Jun 16, 2015",0.804
"Jun 15, 2015",0.825
"Jun 12, 2015",0.852
"Jun 11, 2015",0.899
"Jun 10, 2015",0.99
"Jun 09, 2015",0.954
"Jun 08, 2015",0.89
"Jun 07, 2015",0.851
"Jun 06, 2015",0.851
"Jun 05, 2015",0.849
"Jun 04, 2015",0.832
"Jun 03, 2015",0.876
"Jun 02, 2015",0.699
"Jun 01, 2015",0.532
"May 31, 2015",0.489
"May 30, 2015",0.489
"May 29, 2015",0.486
"May 28, 2015",0.535
"May 27, 2015",0.546
"May 26, 2015",0.552
"May 22, 2015",0.603
"May 21, 2015",0.635
"May 20, 2015",0.627
"May 19, 2015",0.612
"May 18, 2015",0.648
"May 15, 2015",0.639
"May 14, 2015",0.7
"May 13, 2015",0.721
"May 12, 2015",0.681
"May 11, 2015",0.599
"May 08, 2015",0.545
"May 07, 2015",0.596
"May 06, 2015",0.587
"May 05, 2015",0.518
"May 04, 2015",0.452
"Apr 30, 2015",0.364
"Apr 29, 2015",0.284
"Apr 28, 2015",0.163
"Apr 27, 2015",0.164
"Apr 25, 2015",0.151
"Apr 24, 2015",0.158
"Apr 23, 2015",0.162
"Apr 22, 2015",0.16
"Apr 21, 2015",0.103
"Apr 20, 2015",0.077
"Apr 17, 2015",0.079
"Apr 16, 2015",0.085
"Apr 15, 2015",0.109
"Apr 14, 2015",0.14
"Apr 13, 2015",0.157
"Apr 12, 2015",0.16
"Apr 10, 2015",0.156
"Apr 09, 2015",0.158
"Apr 08, 2015",0.167
"Apr 07, 2015",0.187
"Apr 03, 2015",0.195
"Apr 02, 2015",0.183
"Apr 01, 2015",0.172
"Mar 31, 2015",0.185
"Mar 30, 2015",0.214
"Mar 28, 2015",0.209
"Mar 27, 2015",0.209
"Mar 26, 2015",0.219
"Mar 25, 2015",0.22
"Mar 24, 2015",0.234
"Mar 23, 2015",0.219
"Mar 20, 2015",0.185
"Mar 19, 2015",0.188
"Mar 18, 2015",0.195
"Mar 17, 2015",0.281
"Mar 16, 2015",0.278
"Mar 15, 2015",0.259
"Mar 14, 2015",0.259
"Mar 13, 2015",0.259
"Mar 12, 2015",0.248
"Mar 11, 2015",0.204
"Mar 10, 2015",0.238
"Mar 09, 2015",0.308
"Mar 07, 2015",0.394
"Mar 06, 2015",0.4
"Mar 05, 2015",0.358
"Mar 04, 2015",0.381
"Mar 03, 2015",0.365
"Mar 02, 2015",0.355
"Feb 28, 2015",0.323
"Feb 27, 2015",0.324
"Feb 26, 2015",0.302
"Feb 25, 2015",0.332
"Feb 24, 2015",0.374
"Feb 23, 2015",0.366
"Feb 20, 2015",0.372
"Feb 19, 2015",0.381
"Feb 18, 2015",0.383
"Feb 17, 2015",0.37
"Feb 16, 2015",0.35
"Feb 14, 2015",0.355
"Feb 13, 2015",0.349
"Feb 12, 2015",0.325
"Feb 11, 2015",0.358
"Feb 10, 2015",0.37
"Feb 09, 2015",0.354
"Feb 08, 2015",0.373
"Feb 07, 2015",0.373
"Feb 06, 2015",0.374
"Feb 05, 2015",0.378
"Feb 04, 2015",0.365
"Feb 03, 2015",0.347
"Feb 02, 2015",0.31
"Feb 01, 2015",0.304
"Jan 30, 2015",0.313
"Jan 29, 2015",0.357
"Jan 28, 2015",0.355
"Jan 27, 2015",0.385
"Jan 26, 2015",0.393
"Jan 23, 2015",0.366
"Jan 22, 2015",0.454
"Jan 21, 2015",0.519
"Jan 20, 2015",0.451
"Jan 19, 2015",0.441
"Jan 16, 2015",0.458
"Jan 15, 2015",0.415
"Jan 14, 2015",0.432
"Jan 13, 2015",0.477
"Jan 12, 2015",0.48
"Jan 09, 2015",0.482
"Jan 08, 2015",0.512
"Jan 07, 2015",0.472
"Jan 06, 2015",0.453
"Jan 05, 2015",0.513
"Jan 02, 2015",0.498
"Dec 31, 2014",0.541
"Dec 30, 2014",0.54
"Dec 29, 2014",0.552
"Dec 28, 2014",0.59
"Dec 24, 2014",0.59
"Dec 23, 2014",0.595
"Dec 22, 2014",0.604
"Dec 19, 2014",0.594
"Dec 18, 2014",0.614
"Dec 17, 2014",0.591
"Dec 16, 2014",0.604
"Dec 15, 2014",0.629
"Dec 14, 2014",0.625
"Dec 12, 2014",0.626
"Dec 11, 2014",0.681
"Dec 10, 2014",0.683
"Dec 09, 2014",0.692
"Dec 08, 2014",0.717
"Dec 05, 2014",0.783
"Dec 04, 2014",0.771
"Dec 03, 2014",0.748
"Dec 02, 2014",0.747
"Dec 01, 2014",0.727
"Nov 30, 2014",0.703
"Nov 28, 2014",0.702
"Nov 27, 2014",0.704
"Nov 26, 2014",0.736
"Nov 25, 2014",0.751
"Nov 24, 2014",0.783
"Nov 21, 2014",0.771
"Nov 20, 2014",0.801
"Nov 19, 2014",0.846
"Nov 18, 2014",0.802
"Nov 17, 2014",0.798
"Nov 16, 2014",0.785
"Nov 14, 2014",0.791
"Nov 13, 2014",0.801
"Nov 12, 2014",0.811
"Nov 11, 2014",0.831
"Nov 10, 2014",0.827
"Nov 07, 2014",0.825
"Nov 06, 2014",0.83
"Nov 05, 2014",0.826
"Nov 04, 2014",0.811
"Nov 03, 2014",0.86
"Oct 31, 2014",0.841
"Oct 30, 2014",0.846
"Oct 29, 2014",0.896
"Oct 28, 2014",0.876
"Oct 27, 2014",0.868
"Oct 24, 2014",0.888
"Oct 23, 2014",0.894
"Oct 22, 2014",0.868
"Oct 21, 2014",0.875
"Oct 20, 2014",0.854
"Oct 17, 2014",0.865
"Oct 16, 2014",0.825
"Oct 15, 2014",0.767
"Oct 14, 2014",0.84
"Oct 13, 2014",0.894
"Oct 10, 2014",0.893
"Oct 09, 2014",0.902
"Oct 08, 2014",0.904
"Oct 07, 2014",0.907
"Oct 06, 2014",0.909
"Oct 03, 2014",0.932
"Oct 02, 2014",0.914
"Oct 01, 2014",0.906
"Sep 30, 2014",0.946
"Sep 29, 2014",0.965
"Sep 27, 2014",0.972
"Sep 26, 2014",0.968
"Sep 25, 2014",0.979
"Sep 24, 2014",1.01
"Sep 23, 2014",1.012
"Sep 22, 2014",1.019
"Sep 19, 2014",1.044
"Sep 18, 2014",1.085
"Sep 17, 2014",1.055
"Sep 16, 2014",1.065
"Sep 15, 2014",1.069
"Sep 13, 2014",1.089
"Sep 12, 2014",1.086
"Sep 11, 2014",1.004
"Sep 10, 2014",1
"Sep 09, 2014",1.002
"Sep 08, 2014",0.944
"Sep 05, 2014",0.934
"Sep 04, 2014",0.965
"Sep 03, 2014",0.957
"Sep 02, 2014",0.93
"Sep 01, 2014",0.884
"Aug 31, 2014",0.885
"Aug 29, 2014",0.888
"Aug 28, 2014",0.883
"Aug 27, 2014",0.908
"Aug 26, 2014",0.944
"Aug 25, 2014",0.954
"Aug 22, 2014",0.987
"Aug 21, 2014",0.996
"Aug 20, 2014",0.986
"Aug 19, 2014",1.004
"Aug 18, 2014",1.013
"Aug 15, 2014",0.968
"Aug 14, 2014",1.016
"Aug 13, 2014",1.029
"Aug 12, 2014",1.062
"Aug 11, 2014",1.065
"Aug 10, 2014",1.052
"Aug 08, 2014",1.053
"Aug 07, 2014",1.07
"Aug 06, 2014",1.104
"Aug 05, 2014",1.176
"Aug 04, 2014",1.136
"Aug 02, 2014",1.128
"Aug 01, 2014",1.14
"Jul 31, 2014",1.17
"Jul 30, 2014",1.167
"Jul 29, 2014",1.12
"Jul 28, 2014",1.151
"Jul 27, 2014",1.148
"Jul 25, 2014",1.146
"Jul 24, 2014",1.179
"Jul 23, 2014",1.148
"Jul 22, 2014",1.175
"Jul 21, 2014",1.148
"Jul 20, 2014",1.165
"Jul 18, 2014",1.16
"Jul 17, 2014",1.158
"Jul 16, 2014",1.196
"Jul 15, 2014",1.21
"Jul 14, 2014",1.211
"Jul 12, 2014",1.205
"Jul 11, 2014",1.204
"Jul 10, 2014",1.201
"Jul 09, 2014",1.231
"Jul 08, 2014",1.224
"Jul 07, 2014",1.258
"Jul 04, 2014",1.266
"Jul 03, 2014",1.296
"Jul 02, 2014",1.284
"Jul 01, 2014",1.248
"Jun 30, 2014",1.251
"Jun 27, 2014",1.263
"Jun 26, 2014",1.242
"Jun 25, 2014",1.266
"Jun 24, 2014",1.321
"Jun 23, 2014",1.325
"Jun 20, 2014",1.349
"Jun 19, 2014",1.33
"Jun 18, 2014",1.378
"Jun 17, 2014",1.404
"Jun 16, 2014",1.354
"Jun 13, 2014",1.371
"Jun 12, 2014",1.388
"Jun 11, 2014",1.396
"Jun 10, 2014",1.411
"Jun 09, 2014",1.38
"Jun 06, 2014",1.357
"Jun 05, 2014",1.417
"Jun 04, 2014",1.437
"Jun 03, 2014",1.411
"Jun 02, 2014",1.367
"May 30, 2014",1.357
"May 29, 2014",1.352
"May 28, 2014",1.337
"May 27, 2014",1.384
"May 26, 2014",1.415
"May 25, 2014",1.412
"May 24, 2014",1.412
"May 23, 2014",1.412
"May 22, 2014",1.36
"May 21, 2014",1.374
"May 20, 2014",1.355
"May 19, 2014",1.341
"May 17, 2014",1.337
"May 16, 2014",1.336
"May 15, 2014",1.306
"May 14, 2014",1.377
"May 13, 2014",1.422
"May 12, 2014",1.466
"May 09, 2014",1.459
"May 08, 2014",1.446
"May 07, 2014",1.472
"May 06, 2014",1.464
"May 05, 2014",1.46
"May 02, 2014",1.452
"Apr 30, 2014",1.47
"Apr 29, 2014",1.506
"Apr 28, 2014",1.5
"Apr 25, 2014",1.483
"Apr 24, 2014",1.533
"Apr 23, 2014",1.519
"Apr 22, 2014",1.543
"Apr 17, 2014",1.515
"Apr 16, 2014",1.486
"Apr 15, 2014",1.475
"Apr 14, 2014",1.528
"Apr 11, 2014",1.506
"Apr 10, 2014",1.525
"Apr 09, 2014",1.579
"Apr 08, 2014",1.561
"Apr 07, 2014",1.544
"Apr 04, 2014",1.557
"Apr 03, 2014",1.604
"Apr 02, 2014",1.616
"Apr 01, 2014",1.581
"Mar 31, 2014",1.57
"Mar 28, 2014",1.551
"Mar 27, 2014",1.535
"Mar 26, 2014",1.57
"Mar 25, 2014",1.574
"Mar 24, 2014",1.582
"Mar 21, 2014",1.633
"Mar 20, 2014",1.651
"Mar 19, 2014",1.599
"Mar 18, 2014",1.571
"Mar 17, 2014",1.567
"Mar 14, 2014",1.547
"Mar 13, 2014",1.548
"Mar 12, 2014",1.597
"Mar 11, 2014",1.639
"Mar 10, 2014",1.628
"Mar 09, 2014",1.655
"Mar 07, 2014",1.653
"Mar 06, 2014",1.651
"Mar 05, 2014",1.602
"Mar 04, 2014",1.6
"Mar 03, 2014",1.561
"Feb 28, 2014",1.627
"Feb 27, 2014",1.568
"Feb 26, 2014",1.616
"Feb 25, 2014",1.651
"Feb 24, 2014",1.679
"Feb 21, 2014",1.667
"Feb 20, 2014",1.695
"Feb 19, 2014",1.664
"Feb 18, 2014",1.673
"Feb 17, 2014",1.686
"Feb 14, 2014",1.687
"Feb 13, 2014",1.671
"Feb 12, 2014",1.724
"Feb 11, 2014",1.687
"Feb 10, 2014",1.682
"Feb 07, 2014",1.661
"Feb 06, 2014",1.695
"Feb 05, 2014",1.641
"Feb 04, 2014",1.651
"Feb 03, 2014",1.649
"Jan 31, 2014",1.659
"Jan 30, 2014",1.619
"Jan 29, 2014",1.644
"Jan 28, 2014",1.677
"Jan 27, 2014",1.671
"Jan 24, 2014",1.655
"Jan 23, 2014",1.714
"Jan 22, 2014",1.755
"Jan 21, 2014",1.743
"Jan 20, 2014",1.74
"Jan 17, 2014",1.755
"Jan 16, 2014",1.777
"Jan 15, 2014",1.827
"Jan 14, 2014",1.816
"Jan 13, 2014",1.817
"Jan 10, 2014",1.846
"Jan 09, 2014",1.91
"Jan 08, 2014",1.905
"Jan 07, 2014",1.889
"Jan 06, 2014",1.908
"Jan 03, 2014",1.944
"Jan 02, 2014",1.946
"Dec 31, 2013",1.941
"Dec 30, 2013",1.941
"Dec 27, 2013",1.951
"Dec 25, 2013",1.882
"Dec 24, 2013",1.882
"Dec 23, 2013",1.882
"Dec 20, 2013",1.866
"Dec 19, 2013",1.876
"Dec 18, 2013",1.841
"Dec 17, 2013",1.828
"Dec 16, 2013",1.834
"Dec 13, 2013",1.828
"Dec 12, 2013",1.842
"Dec 11, 2013",1.825
"Dec 10, 2013",1.836
"Dec 09, 2013",1.842
"Dec 06, 2013",1.837
"Dec 05, 2013",1.861
"Dec 04, 2013",1.819
"Dec 03, 2013",1.725
"Dec 02, 2013",1.739
"Nov 29, 2013",1.69
"Nov 28, 2013",1.7
"Nov 27, 2013",1.705
"Nov 26, 2013",1.691
"Nov 25, 2013",1.727
"Nov 22, 2013",1.749
"Nov 21, 2013",1.741
"Nov 20, 2013",1.722
"Nov 19, 2013",1.72
"Nov 18, 2013",1.684
"Nov 17, 2013",1.709
"Nov 15, 2013",1.709
"Nov 14, 2013",1.702
"Nov 13, 2013",1.737
"Nov 12, 2013",1.788
"Nov 11, 2013",1.753
"Nov 08, 2013",1.763
"Nov 07, 2013",1.689
"Nov 06, 2013",1.747
"Nov 05, 2013",1.745
"Nov 04, 2013",1.685
"Nov 03, 2013",1.692
"Nov 01, 2013",1.693
"Oct 31, 2013",1.679
"Oct 30, 2013",1.69
"Oct 29, 2013",1.742
"Oct 28, 2013",1.752
"Oct 27, 2013",1.753
"Oct 25, 2013",1.754
"Oct 24, 2013",1.768
"Oct 23, 2013",1.766
"Oct 22, 2013",1.796
"Oct 21, 2013",1.847
"Oct 20, 2013",1.836
"Oct 18, 2013",1.836
"Oct 17, 2013",1.868
"Oct 16, 2013",1.931
"Oct 15, 2013",1.911
"Oct 14, 2013",1.859
"Oct 11, 2013",1.862
"Oct 10, 2013",1.868
"Oct 09, 2013",1.813
"Oct 08, 2013",1.811
"Oct 07, 2013",1.802
"Oct 06, 2013",1.832
"Oct 04, 2013",1.833
"Oct 03, 2013",1.809
"Oct 02, 2013",1.807
"Oct 01, 2013",1.806
"Sep 30, 2013",1.78
"Sep 29, 2013",1.78
"Sep 27, 2013",1.78
"Sep 26, 2013",1.828
"Sep 25, 2013",1.822
"Sep 24, 2013",1.852
"Sep 23, 2013",1.918
"Sep 22, 2013",1.947
"Sep 20, 2013",1.953
"Sep 19, 2013",1.926
"Sep 18, 2013",2.004
"Sep 17, 2013",1.973
"Sep 16, 2013",1.93
"Sep 15, 2013",1.974
"Sep 13, 2013",1.975
"Sep 12, 2013",1.949
"Sep 11, 2013",2.003
"Sep 10, 2013",2.027
"Sep 09, 2013",1.954
"Sep 08, 2013",1.949
"Sep 07, 2013",1.949
"Sep 06, 2013",1.947
"Sep 05, 2013",2.041
"Sep 04, 2013",1.935
"Sep 03, 2013",1.947
"Sep 02, 2013",1.904
"Sep 01, 2013",1.857
"Aug 30, 2013",1.855
"Aug 29, 2013",1.858
"Aug 28, 2013",1.878
"Aug 27, 2013",1.849
"Aug 26, 2013",1.895
"Aug 23, 2013",1.932
"Aug 22, 2013",1.922
"Aug 21, 2013",1.874
"Aug 20, 2013",1.839
"Aug 19, 2013",1.896
"Aug 16, 2013",1.877
"Aug 15, 2013",1.885
"Aug 14, 2013",1.81
"Aug 13, 2013",1.813
"Aug 12, 2013",1.701
"Aug 11, 2013",1.674
"Aug 10, 2013",1.674
"Aug 09, 2013",1.682
"Aug 08, 2013",1.68
"Aug 07, 2013",1.694
"Aug 06, 2013",1.704
"Aug 05, 2013",1.691
"Aug 02, 2013",1.658
"Aug 01, 2013",1.672
"Jul 31, 2013",1.676
"Jul 30, 2013",1.666
"Jul 29, 2013",1.665
"Jul 26, 2013",1.666
"Jul 25, 2013",1.681
"Jul 24, 2013",1.647
"Jul 23, 2013",1.553
"Jul 22, 2013",1.519
"Jul 19, 2013",1.525
"Jul 18, 2013",1.517
"Jul 17, 2013",1.541
"Jul 16, 2013",1.548
"Jul 15, 2013",1.576
"Jul 12, 2013",1.554
"Jul 11, 2013",1.624
"Jul 10, 2013",1.653
"Jul 09, 2013",1.651
"Jul 08, 2013",1.704
"Jul 05, 2013",1.723
"Jul 04, 2013",1.65
"Jul 03, 2013",1.671
"Jul 02, 2013",1.71
"Jul 01, 2013",1.721
"Jun 28, 2013",1.73
"Jun 27, 2013",1.728
"Jun 26, 2013",1.766
"Jun 25, 2013",1.801
"Jun 24, 2013",1.823
"Jun 23, 2013",1.731
"Jun 21, 2013",1.74
"Jun 20, 2013",1.664
"Jun 19, 2013",1.562
"Jun 18, 2013",1.571
"Jun 17, 2013",1.523
"Jun 16, 2013",1.515
"Jun 14, 2013",1.513
"Jun 13, 2013",1.566
"Jun 12, 2013",1.594
"Jun 11, 2013",1.606
"Jun 10, 2013",1.588
"Jun 08, 2013",1.545
"Jun 07, 2013",1.546
"Jun 06, 2013",1.536
"Jun 05, 2013",1.515
"Jun 04, 2013",1.551
"Jun 03, 2013",1.521
"May 31, 2013",1.511
"May 30, 2013",1.517
"May 29, 2013",1.541
"May 28, 2013",1.509
"May 27, 2013",1.458
"May 25, 2013",1.434
"May 24, 2013",1.431
"May 23, 2013",1.405
"May 22, 2013",1.373
"May 21, 2013",1.405
"May 20, 2013",1.373
"May 17, 2013",1.316
"May 16, 2013",1.33
"May 15, 2013",1.379
"May 14, 2013",1.374
"May 13, 2013",1.357
"May 10, 2013",1.386
"May 09, 2013",1.269
"May 08, 2013",1.27
"May 07, 2013",1.297
"May 06, 2013",1.243
"May 03, 2013",1.245
"May 02, 2013",1.168
"Apr 30, 2013",1.211
"Apr 29, 2013",1.199
"Apr 26, 2013",1.209
"Apr 25, 2013",1.242
"Apr 24, 2013",1.239
"Apr 23, 2013",1.252
"Apr 22, 2013",1.229
"Apr 19, 2013",1.252
"Apr 18, 2013",1.234
"Apr 17, 2013",1.23
"Apr 16, 2013",1.274
"Apr 15, 2013",1.248
"Apr 12, 2013",1.259
"Apr 11, 2013",1.308
"Apr 10, 2013",1.304
"Apr 09, 2013",1.262
"Apr 08, 2013",1.237
"Apr 05, 2013",1.21
"Apr 04, 2013",1.25
"Apr 03, 2013",1.29
"Apr 02, 2013",1.305
"Mar 28, 2013",1.282
"Mar 27, 2013",1.278
"Mar 26, 2013",1.341
"Mar 25, 2013",1.344
"Mar 22, 2013",1.378
"Mar 21, 2013",1.364
"Mar 20, 2013",1.387
"Mar 19, 2013",1.35
"Mar 18, 2013",1.404
"Mar 15, 2013",1.452
"Mar 14, 2013",1.475
"Mar 13, 2013",1.476
"Mar 12, 2013",1.481
"Mar 11, 2013",1.51
"Mar 08, 2013",1.526
"Mar 07, 2013",1.494
"Mar 06, 2013",1.454
